date, pm25, pm10, o3, no2, so2, co
2023/7/1, 24, 48, 15, , , 5
2023/7/2, 19, , , , , 
2023/7/5, 14, 46, 12, , , 6
2023/7/6, 20, 44, 13, , , 4
2023/7/7, 13, 41, 11, , , 8
2023/7/8, 25, 41, 20, , , 6
2023/7/9, 18, 42, 20, , , 7
2023/7/10, 22, 49, 16, , , 7
2023/7/11, 21, 51, 11, , , 6
2023/7/12, 27, 52, 14, , , 9
2023/7/13, 23, 46, 18, , , 5
2023/7/14, 22, 49, 19, , , 8
2023/7/15, 26, 63, 17, , , 7
2023/7/16, 34, , , , , 
2023/4/1, 64, 57, 5, , , 13
2023/4/2, 53, 58, 7, , , 10
2023/4/3, 51, 70, 9, , , 9
2023/4/4, 70, 73, 12, , , 9
2023/4/5, 80, 74, 13, , , 7
2023/4/6, 87, 56, 9, , , 3
2023/4/7, 56, 82, 6, , , 3
2023/4/8, 84, , , , , 
2023/5/3, 40, 53, 10, , , 7
2023/5/4, 45, , , , , 
2023/5/11, 21, 21, 17, , , 4
2023/5/12, 23, , , , , 
2023/5/20, 42, 68, 19, , , 9
2023/5/21, 43, 65, 20, , , 7
2023/5/22, 48, 65, 23, , , 4
2023/5/23, 43, , , , , 
2023/5/25, 43, 47, 8, , , 8
2023/5/26, 24, , , , , 
2023/5/30, 37, 63, 24, , , 7
2023/5/31, 48, 75, 24, , , 8
2023/6/1, 58, 59, 23, , , 8
2023/6/2, 43, 50, 27, , , 7
2023/6/3, 30, 54, 21, , , 7
2023/6/4, 35, 58, 21, , , 8
2023/6/5, 38, 55, 12, , , 7
2023/6/6, 33, 60, 18, , , 9
2023/6/7, 33, 76, 9, , , 5
2023/6/8, 52, 45, 12, , , 16
2023/6/9, 33, 67, 19, , , 11
2023/6/10, 44, 71, 21, , , 5
2023/6/11, 48, 64, 20, , , 8
2023/6/12, 42, , , , , 
2023/6/15, 31, 53, 18, , , 8
2023/6/16, 26, 56, 16, , , 7
2023/6/17, 29, , , , , 
2023/6/20, 31, 40, 19, , , 5
2023/6/21, 24, 55, 12, , , 9
2023/6/22, 34, 35, 16, , , 3
2023/6/23, 25, 38, 9, , , 8
2023/6/24, 25, 15, 8, , , 7
2023/6/25, 15, 46, 19, , , 8
2023/6/26, 26, 44, 21, , , 7
2023/6/27, 25, 33, 10, , , 7
2023/6/28, 24, 44, 14, , , 7
2023/6/29, 28, 48, 17, , , 7
2023/6/30, 29, 51, 19, , , 5
2023/1/2, 155, 104, , 26, 1, 7
2023/1/3, 167, 101, , 30, 1, 8
2023/1/4, 161, 97, , 58, 1, 14
2023/1/5, 157, 69, , 53, 1, 6
2023/1/6, 102, , , , , 
2023/1/8, 136, 105, 1, 39, 1, 3
2023/1/9, 168, 97, 1, 44, 1, 4
2023/1/10, 159, 70, 1, 40, 1, 5
2023/1/11, 109, 58, 1, 45, 1, 8
2023/1/12, 73, 56, 1, 65, 1, 6
2023/1/13, 57, , , , , 
2023/1/15, 91, 61, 1, 38, 1, 10
2023/1/16, 88, 65, 1, 42, 1, 6
2023/1/17, 106, 72, 1, 39, 1, 8
2023/1/18, 109, 94, 1, 42, 1, 12
2023/1/19, 136, 109, 1, 48, 1, 13
2023/1/20, 165, 113, 1, 49, 1, 11
2023/1/21, 175, 153, 1, 45, 1, 14
2023/1/22, 199, 110, 1, 39, 1, 16
2023/1/23, 145, 53, 1, 29, 1, 12
2023/1/24, 71, 79, 1, 21, 1, 16
2023/1/25, 122, 92, 1, 21, 1, 14
2023/1/26, 129, 89, 1, 18, 1, 8
2023/1/27, 138, , , , , 
2023/1/29, 151, 123, 2, 26, 1, 11
2023/1/30, 170, 104, 2, 27, 1, 13
2023/1/31, 155, 87, 1, 24, 1, 9
2023/2/1, 106, 64, 1, 17, 1, 6
2023/2/2, 67, , , , , 
2023/2/10, 52, 49, , , 5, 7
2023/2/11, 51, 72, , , 1, 5
2023/2/12, 88, 64, , , 1, 6
2023/2/13, 83, 47, , , 14, 1
2023/2/14, 63, 50, , , 12, 2
2023/2/15, 67, 60, , , 13, 3
2023/2/16, 92, 92, 5, , 24, 5
2023/2/17, 138, 76, , , , 2
2023/2/18, 107, 80, , , , 1
2023/2/19, 126, 55, 1, , 18, 8
2023/2/20, 80, 84, 9, , 25, 14
2023/2/21, 109, 72, 7, , 15, 9
2023/2/22, 89, 74, 5, , , 8
2023/2/23, 83, 52, 5, , , 5
2023/2/24, 56, 39, 19, , , 4
2023/2/25, 59, 77, 21, , , 12
2023/2/26, 118, 82, 21, , , 12
2023/2/27, 121, 90, , , , 13
2023/2/28, 119, 87, , , , 8
2023/3/1, 109, 117, , , , 3
2023/3/2, 156, , , , , 
2023/3/10, 106, 75, 5, , 1, 10
2023/3/11, 58, 92, 10, , 1, 9
2023/3/12, 82, 67, 13, , 1, 5
2023/3/13, 55, 105, 15, , 1, 9
2023/3/14, 94, 103, 7, , 1, 10
2023/3/15, 85, 69, 6, , 1, 11
2023/3/16, 41, 66, 4, , 1, 10
2023/3/17, 36, 62, 5, , 3, 8
