date,pm25,pm10,o3,no2,so2,co,aqi,mức độ ô nhiễm
9/23/2023,0,0,1,0,3,7,7,Tốt
9/24/2023,0,0,1,0,3,8,8,Tốt
9/25/2023,0,0,1,1,2,8,8,Tốt
9/26/2023,0,0,1,1,2,8,8,Tốt
9/27/2023,0,0,1,2,3,8,8,Tốt
9/28/2023,0,0,1,2,2,7,7,Tốt
9/29/2023,0,0,1,0,2,7,7,Tốt
9/30/2023,0,0,1,1,2,7,7,Tốt
10/1/2023,0,0,1,2,3,8,8,Tốt
10/2/2023,0,0,1,1,2,7,7,Tốt
10/3/2023,0,0,1,2,2,7,7,Tốt
10/4/2023,0,0,1,1,2,7,7,Tốt
10/5/2023,0,0,1,4,3,7,7,Tốt
10/6/2023,0,0,1,3,3,8,8,Tốt
10/7/2023,0,0,1,1,3,7,7,Tốt
10/8/2023,0,0,1,2,2,6,6,Tốt
10/9/2023,0,0,1,2,3,7,7,Tốt
10/10/2023,0,0,1,2,2,7,7,Tốt
10/11/2023,0,0,1,2,3,7,7,Tốt
10/12/2023,0,0,1,2,2,7,7,Tốt
10/13/2023,0,0,1,2,3,7,7,Tốt
10/14/2023,0,0,1,1,3,7,7,Tốt
10/15/2023,0,0,1,2,3,7,7,Tốt
10/16/2023,0,0,1,2,2,7,7,Tốt
10/17/2023,0,0,1,2,2,7,7,Tốt
10/18/2023,0,0,1,2,2,6,6,Tốt
10/19/2023,0,0,1,1,3,8,8,Tốt
10/20/2023,0,0,1,0,0,0,1,Tốt
