date,pm25,pm10,o3,no2,so2,co
22/06/2022,27,0,8,3,2,0
23/06/2022,0,7,8,5,2,1
24/06/2022,11,0,8,4,2,0
25/06/2022,0,0,8,4,2,1
26/06/2022,1,9,9,6,3,9
27/06/2022,15,1,9,4,1,2
28/06/2022,1,0,8,4,1,1
29/06/2022,1,0,8,4,1,1
30/06/2022,0,1,9,3,1,1
1/07/2022,1,7,8,7,1,7
2/07/2022,12,1,8,3,1,1
3/07/2022,1,1,9,4,1,1
4/07/2022,1,0,8,3,2,0
5/07/2022,0,1,8,2,2,1
6/07/2022,1,10,8,6,2,15
7/07/2022,17,0,8,3,2,2
8/07/2022,0,0,8,2,2,1
9/07/2022,0,0,8,2,2,1
10/07/2022,0,0,8,2,2,1
11/07/2022,0,3,8,3,2,9
12/07/2022,5,0,8,2,2,1
13/07/2022,0,0,8,2,3,0
14/07/2022,0,0,8,2,2,0
15/07/2022,0,1,8,4,2,1
16/07/2022,1,8,8,6,3,9
17/07/2022,13,0,9,3,3,1
18/07/2022,1,1,8,2,3,1
19/07/2022,1,0,8,2,3,1
20/07/2022,0,0,8,1,3,0
21/07/2022,0,8,8,3,3,12
22/07/2022,14,0,8,4,2,1
23/07/2022,1,1,8,4,3,1
24/07/2022,1,2,9,4,3,1
25/07/2022,3,1,8,5,3,2
26/07/2022,1,14,9,8,9,8
27/07/2022,23,1,9,6,3,1
28/07/2022,1,1,9,6,3,2
29/07/2022,1,1,9,6,3,1
30/07/2022,1,0,8,4,3,0
31/07/2022,1,7,8,5,7,8
1/08/2022,12,0,8,4,3,0
2/08/2022,0,1,9,4,3,1
3/08/2022,1,1,8,4,3,0
4/08/2022,1,0,8,7,3,1
5/08/2022,0,5,8,5,3,7
6/08/2022,9,0,8,2,3,0
7/08/2022,0,0,8,2,3,3
8/08/2022,0,1,8,4,3,1
9/08/2022,1,0,8,4,3,1
10/08/2022,0,0,8,3,3,1
11/08/2022,0,0,10,1,3,1
12/08/2022,0,1,15,2,3,1
13/08/2022,1,0,15,3,4,1
14/08/2022,0,1,14,2,3,1
15/08/2022,1,10,14,4,16,12
16/08/2022,17,0,15,2,3,1
17/08/2022,0,0,15,2,3,1
18/08/2022,0,0,17,2,3,0
19/08/2022,0,0,12,2,3,0
20/08/2022,0,1,12,2,9,6
21/08/2022,2,1,12,1,3,1
22/08/2022,2,0,13,1,3,0
23/08/2022,0,1,16,2,3,1
