date,pm25,pm10,o3,no2,so2,co
14/06/2022,4,9,0,8,0,5
15/06/2022,2,12,0,10,1,5
16/06/2022,3,9,0,8,1,5
17/06/2022,2,12,0,8,1,4
18/06/2022,3,8,0,3,1,2
19/06/2022,2,0,0,0,0,0
20/06/2022,0,8,0,7,1,4
21/06/2022,2,10,0,12,1,5
22/06/2022,3,8,0,11,1,5
23/06/2022,3,8,0,9,1,4
24/06/2022,1,7,0,9,1,4
25/06/2022,3,8,0,6,1,3
26/06/2022,2,6,0,7,1,4
27/06/2022,2,9,0,7,1,4
28/06/2022,3,7,0,7,1,4
29/06/2022,2,9,0,7,1,4
30/06/2022,2,7,0,9,1,4
1/07/2022,2,9,0,9,1,4
2/07/2022,2,5,0,6,11,20
3/07/2022,1,0,0,0,17,34
4/07/2022,1,0,0,0,19,35
5/07/2022,0,9,0,5,70,15
6/07/2022,3,11,0,7,0,4
7/07/2022,3,11,0,6,1,4
8/07/2022,2,10,0,4,1,4
9/07/2022,2,8,0,4,1,3
10/07/2022,1,8,0,5,1,3
11/07/2022,1,8,0,7,1,4
12/07/2022,1,10,0,6,1,4
13/07/2022,2,12,0,6,2,4
14/07/2022,3,13,0,9,1,5
15/07/2022,3,11,0,8,2,4
16/07/2022,3,11,0,6,2,4
17/07/2022,2,9,0,5,2,3
18/07/2022,2,10,0,6,2,4
19/07/2022,2,9,0,9,2,4
20/07/2022,2,9,0,13,2,6
21/07/2022,2,9,0,7,1,4
22/07/2022,1,11,0,9,2,4
23/07/2022,3,10,0,7,2,4
24/07/2022,2,9,0,6,2,4
25/07/2022,2,9,0,9,1,4
26/07/2022,1,8,0,6,1,4
27/07/2022,1,8,0,7,2,4
28/07/2022,1,10,0,7,1,4
29/07/2022,2,10,0,6,2,4
30/07/2022,2,9,0,5,1,3
31/07/2022,2,8,0,11,2,5
1/08/2022,1,11,0,13,2,6
2/08/2022,2,7,0,5,1,3
3/08/2022,1,4,0,5,1,3
4/08/2022,1,6,0,6,1,4
5/08/2022,1,6,0,7,1,4
6/08/2022,1,7,0,4,1,3
7/08/2022,1,8,0,7,1,3
8/08/2022,2,7,0,5,1,3
9/08/2022,1,7,0,7,1,4
10/08/2022,2,9,0,5,1,4
11/08/2022,2,17,0,2,2,6
12/08/2022,5,13,0,2,0,4
13/08/2022,3,12,0,1,0,5
14/08/2022,2,12,0,2,0,5
15/08/2022,2,10,0,1,0,4
16/08/2022,1,10,0,2,0,5
17/08/2022,2,10,0,2,20,4
18/08/2022,2,10,0,2,0,4
19/08/2022,1,10,0,2,1,5
20/08/2022,2,10,0,3,0,3
21/08/2022,1,0,0,0,0,0
3/09/2022,0,2,0,3,0,3
4/09/2022,1,3,0,2,0,4
5/09/2022,1,5,0,3,0,5
6/09/2022,1,7,0,1,0,5
7/09/2022,1,8,0,2,0,4
8/09/2022,1,9,0,2,39,5
9/09/2022,1,8,0,3,0,4
10/09/2022,1,7,0,2,0,3
11/09/2022,1,7,0,3,1,3
12/09/2022,1,8,0,3,1,4
13/09/2022,1,8,0,3,0,5
14/09/2022,1,8,0,3,1,4
15/09/2022,1,8,0,3,0,4
16/09/2022,1,9,0,3,1,4
17/09/2022,1,0,0,0,0,0
18/09/2022,0,7,0,2,0,3
19/09/2022,1,7,0,3,1,4
20/09/2022,1,7,0,3,1,5
21/09/2022,1,7,0,3,1,6
22/09/2022,1,8,0,3,1,4
23/09/2022,1,7,0,3,1,6
24/09/2022,1,7,0,3,1,5
25/09/2022,1,6,0,3,1,4
26/09/2022,0,6,0,2,1,4
28/09/2022,0,7,0,2,1,4
29/09/2022,1,7,0,3,1,4
30/09/2022,1,7,0,3,1,4
1/10/2022,1,7,0,3,1,4
2/10/2022,1,7,0,3,1,5
3/10/2022,1,7,0,3,0,4
4/10/2022,0,6,0,3,0,4
5/10/2022,0,7,0,3,0,5
6/10/2022,0,6,0,3,1,4
7/10/2022,0,6,0,2,1,3
11/10/2022,0,7,0,3,0,5
12/10/2022,1,6,0,2,1,4
13/10/2022,1,7,0,3,1,4
14/10/2022,1,6,0,2,1,4
15/10/2022,1,6,0,2,1,4
16/10/2022,1,6,0,2,1,4
17/10/2022,1,7,0,3,1,6
18/10/2022,1,7,0,5,1,6
19/10/2022,1,7,0,4,1,6
20/10/2022,1,7,0,3,1,5
21/10/2022,1,6,0,3,1,4
22/10/2022,0,6,0,3,1,5
23/10/2022,0,6,0,3,1,4
24/10/2022,1,6,0,4,3,5
25/10/2022,0,6,0,3,3,5
26/10/2022,1,6,0,3,1,3
27/10/2022,0,7,0,3,1,4
28/10/2022,1,7,0,2,1,3
29/10/2022,1,6,0,3,1,3
30/10/2022,1,6,0,3,1,4
31/10/2022,1,7,0,3,1,4
1/11/2022,1,7,0,3,1,5
2/11/2022,1,7,0,5,1,6
3/11/2022,1,7,0,4,1,5
4/11/2022,1,4,0,3,1,4
5/11/2022,0,5,0,4,1,5
6/11/2022,0,4,0,4,1,7
7/11/2022,1,5,0,4,2,6
8/11/2022,1,4,0,3,1,4
9/11/2022,1,4,0,3,1,4
10/11/2022,1,4,0,4,5,5
11/11/2022,0,3,0,5,49,6
12/11/2022,1,3,0,2,0,4
13/11/2022,0,4,0,3,2,5
14/11/2022,0,3,0,3,2,5
15/11/2022,0,4,0,3,2,5
16/11/2022,0,4,0,3,3,5
17/11/2022,0,4,0,2,8,4
18/11/2022,0,3,0,3,1,4
19/11/2022,0,3,0,2,1,3
20/11/2022,0,3,0,3,1,5
21/11/2022,0,3,0,4,1,5
22/11/2022,0,3,0,8,1,5
23/11/2022,1,4,0,9,1,6
24/11/2022,0,3,0,10,1,6
25/11/2022,1,3,0,6,1,5
26/11/2022,0,3,0,8,1,5
27/11/2022,0,3,0,8,1,5
28/11/2022,1,3,0,8,1,5
29/11/2022,1,4,0,5,1,5
30/11/2022,0,3,0,6,1,4
1/12/2022,0,4,0,7,1,4
2/12/2022,1,3,0,5,1,4
3/12/2022,0,4,0,6,1,4
4/12/2022,0,3,0,6,1,4
5/12/2022,0,4,0,19,1,3
6/12/2022,0,4,0,5,1,3
7/12/2022,0,4,0,5,1,4
8/12/2022,1,4,0,6,0,3
9/12/2022,0,4,0,3,0,2
27/12/2022,0,6,0,0,1,6
28/12/2022,0,5,0,8,1,4
1/01/2023,0,0,0,7,1,4
2/01/2023,0,5,0,5,1,4
3/01/2023,0,4,0,4,1,3
4/01/2023,0,4,0,5,0,3
5/01/2023,0,4,0,0,0,0
28/01/2023,0,0,0,0,0,3
29/01/2023,0,0,0,6,4,3
30/01/2023,0,4,0,7,4,5
31/01/2023,0,5,0,8,4,6
1/02/2023,0,5,0,9,5,6
2/02/2023,0,5,0,0,0,0
22/02/2023,0,0,0,6,5,4
23/02/2023,0,4,0,7,5,3
24/02/2023,0,5,0,0,0,0
25/02/2023,0,0,0,6,4,3
26/02/2023,0,5,0,6,4,3
27/02/2023,0,5,0,6,4,3
28/02/2023,0,5,0,6,5,3
1/03/2023,0,4,0,7,5,3
2/03/2023,0,4,0,7,4,3
3/03/2023,0,4,0,8,4,2
4/03/2023,0,4,0,7,4,4
5/03/2023,0,4,0,8,4,3
6/03/2023,0,4,0,8,5,4
7/03/2023,0,4,0,7,4,3
8/03/2023,0,4,0,8,5,4
9/03/2023,0,4,0,8,5,3
10/03/2023,0,4,0,7,5,3
11/03/2023,0,4,0,6,4,3
12/03/2023,0,4,0,7,5,3
13/03/2023,0,4,0,5,4,3
14/03/2023,0,4,0,4,5,3
15/03/2023,0,3,0,4,5,3
16/03/2023,0,4,0,4,5,3
17/03/2023,0,4,0,4,5,3
18/03/2023,0,4,0,3,5,2
19/03/2023,0,3,0,4,4,3
20/03/2023,0,4,0,4,5,3
21/03/2023,0,3,0,3,5,3
22/03/2023,0,4,0,4,6,3
23/03/2023,0,5,0,3,6,3
24/03/2023,0,5,0,3,6,2
25/03/2023,0,4,0,3,6,3
26/03/2023,0,5,0,4,7,3
27/03/2023,0,4,0,4,6,3
28/03/2023,0,5,0,3,6,2
29/03/2023,0,4,0,4,7,3
30/03/2023,0,4,0,4,6,3
31/03/2023,0,5,0,3,6,3
1/04/2023,0,4,0,3,7,2
2/04/2023,0,5,0,3,7,2
3/04/2023,0,5,0,4,6,3
4/04/2023,0,5,0,5,8,3
5/04/2023,0,5,0,3,6,2
9/04/2023,0,5,0,3,6,4
10/04/2023,0,4,0,3,7,4
11/04/2023,0,4,0,4,6,4
12/04/2023,0,5,0,3,7,4
13/04/2023,0,5,0,3,6,4
14/04/2023,0,5,0,3,6,4
15/04/2023,0,5,0,3,6,4
16/04/2023,0,4,0,3,6,3
17/04/2023,0,5,0,3,7,4
20/04/2023,5,14,0,3,5,5
21/04/2023,4,12,0,4,5,4
22/04/2023,4,10,0,3,6,4
23/04/2023,2,8,0,2,6,3
24/04/2023,1,7,0,3,6,3
25/04/2023,1,6,0,4,7,3
26/04/2023,2,6,0,3,7,3
27/04/2023,2,6,0,3,7,3
28/04/2023,1,6,0,3,6,3
29/04/2023,1,5,0,3,7,3
30/04/2023,1,5,0,2,6,2
1/05/2023,1,5,0,3,6,3
2/05/2023,1,4,0,2,6,3
3/05/2023,0,5,0,4,7,2
4/05/2023,0,5,0,3,6,3
5/05/2023,0,5,0,3,7,3
6/05/2023,0,5,0,3,6,3
7/05/2023,0,5,0,2,6,2
8/05/2023,0,5,0,3,6,2
9/05/2023,0,4,0,4,6,4
10/05/2023,0,5,0,3,6,3
11/05/2023,0,4,0,3,6,2
12/05/2023,0,4,0,3,6,3
13/05/2023,0,5,0,3,6,3
14/05/2023,0,5,0,2,6,2
15/05/2023,0,5,0,3,6,3
16/05/2023,0,5,0,2,6,3
17/05/2023,0,5,0,2,6,4
18/05/2023,0,5,0,2,5,2
19/05/2023,0,4,0,2,6,2
20/05/2023,0,4,0,1,6,2
21/05/2023,0,4,0,2,6,3
22/05/2023,0,4,0,2,6,2
23/05/2023,0,4,0,2,6,3
24/05/2023,0,4,0,2,6,2
25/05/2023,0,4,0,2,6,3
26/05/2023,0,4,0,2,6,2
27/05/2023,0,5,0,2,6,2
28/05/2023,0,5,0,2,6,2
29/05/2023,0,4,0,1,6,3
30/05/2023,0,4,0,2,7,3
31/05/2023,0,4,0,2,7,2
1/06/2023,0,4,0,2,7,2
2/06/2023,0,4,0,2,7,3
3/06/2023,0,5,0,2,7,2
4/06/2023,0,4,0,1,6,1
5/06/2023,0,4,0,1,6,2
6/06/2023,0,4,0,2,6,2
7/06/2023,0,4,0,2,6,2
8/06/2023,0,4,0,2,6,3
9/06/2023,0,4,0,2,6,3
10/06/2023,0,4,0,2,7,2
11/06/2023,0,5,0,1,6,2
12/06/2023,0,4,0,2,6,2
13/06/2023,0,4,0,2,6,2
14/06/2023,0,4,0,1,6,2
15/06/2023,0,4,0,1,6,1
16/06/2023,0,4,0,2,6,2
17/06/2023,0,4,0,2,6,2
18/06/2023,0,4,0,2,6,1
