date, pm25, pm10, o3, no2, so2, co
2023/10/1, 12, 6, , , , 3
2023/10/2, 12, 6, , , , 4
2023/10/3, 11, 6, , , , 3
2023/10/4, 12, 6, , , , 5
2023/10/5, 12, 6, , , , 4
2023/10/6, 12, 6, , , , 2
2023/10/7, 12, 6, , , , 6
2023/10/8, 12, 6, , , , 2
2023/10/9, 12, 6, , , , 5
2023/10/10, 12, 6, , , , 4
2023/10/11, 12, 6, , , , 3
2023/10/12, 12, 6, , , , 3
2023/10/13, 12, 6, , , , 3
2023/10/14, 12, 6, , , , 2
2023/10/15, 12, , , , , 3
2023/10/17, 13, 6, , , , 4
2023/10/18, 12, 7, , , , 4
2023/10/19, 13, 6, , , , 2
2023/10/20, 12, , , , , 
2023/7/1, 12, 6, 26, 1, , 3
2023/7/2, 12, 6, 27, 1, , 2
2023/7/3, 12, 6, 27, 3, , 2
2023/7/4, 12, 6, 31, 20, , 2
2023/7/5, 12, 6, 33, 6, , 2
2023/7/6, 12, 6, 29, 4, , 2
2023/7/7, 12, 6, 26, 2, , 2
2023/7/8, 12, 6, 28, , , 2
2023/7/9, 12, 6, 29, 1, , 2
2023/7/10, 12, 6, 26, , , 4
2023/7/11, 12, 6, 26, 2, , 2
2023/7/12, 12, 6, 24, , , 2
2023/7/13, 12, 6, 22, 3, , 2
2023/7/14, 12, 6, 22, 4, , 2
2023/7/15, 12, 6, 22, 2, , 2
2023/7/16, 12, 6, 24, 6, , 2
2023/7/17, 12, 6, 25, 6, , 1
2023/7/18, 12, 6, 26, 8, , 2
2023/7/19, 12, 6, 28, 11, , 2
2023/7/20, 12, 6, 26, 14, , 2
2023/7/21, 12, 6, 24, 3, , 2
2023/7/22, 12, 6, 23, 1, , 2
2023/7/23, 12, 6, 27, 2, , 2
2023/7/24, 12, 6, 25, 6, , 2
2023/7/25, 12, 6, 23, , , 2
2023/7/26, 12, 6, 22, , , 4
2023/7/27, 12, 6, 22, , , 5
2023/7/28, 12, 6, 20, , , 3
2023/7/29, 12, 6, 20, , , 3
2023/7/30, 12, 6, 20, , , 1
2023/7/31, 12, 6, 29, , , 4
2023/8/1, 12, 6, 27, , , 3
2023/8/2, 12, 6, 34, , , 2
2023/8/3, 12, 6, 32, 42, , 2
2023/8/4, 12, 6, 32, 1, , 1
2023/8/5, 12, 6, 30, , , 3
2023/8/6, 12, 6, 37, , , 2
2023/8/7, 12, 6, 40, , , 2
2023/8/8, 12, 6, 36, , , 3
2023/8/9, 12, 6, 34, , , 2
2023/8/10, 12, 6, 36, 1, , 2
2023/8/11, 12, 6, 41, , , 3
2023/8/12, 12, 6, 36, , , 2
2023/8/13, 12, 6, 35, , , 2
2023/8/14, 12, 6, 36, , , 2
2023/8/15, 12, 7, 36, , , 3
2023/8/16, 12, 6, 37, , , 3
2023/8/17, 12, 6, 35, , , 3
2023/8/18, 12, 6, 38, , , 2
2023/8/19, 12, 6, 38, , , 2
2023/8/20, 12, 6, 44, 1, , 2
2023/8/21, 12, 6, 42, 1, , 3
2023/8/22, 12, 6, 44, , , 2
2023/8/23, 12, 6, 42, , , 2
2023/8/24, 12, 6, 38, , , 2
2023/8/25, 12, 6, 37, , , 2
2023/8/26, 12, 6, 34, , , 3
2023/8/27, 12, 6, 38, , , 2
2023/8/28, 12, 6, 33, , , 3
2023/8/29, 12, 6, 37, , , 2
2023/8/30, 12, 6, 39, , , 2
2023/8/31, 12, 6, 38, , , 2
2023/9/1, 12, 6, 35, , , 2
2023/9/2, 12, 6, 34, , , 2
2023/9/3, 12, 6, 36, , , 3
2023/9/4, 12, 6, 36, 22, , 3
2023/9/5, 12, 6, 38, , , 4
2023/9/6, 12, 6, 36, , , 2
2023/9/7, 12, 6, 37, , , 2
2023/9/8, 12, 6, 38, 2, , 2
2023/9/9, 12, 6, 38, 2, , 3
2023/9/10, 12, 6, 40, , , 2
2023/9/11, 12, 6, 42, , , 1
2023/9/12, 12, 6, 41, 1, , 
2023/9/13, 12, 6, 40, , , 
2023/9/14, 12, 6, 38, , , 
2023/9/15, 12, 6, 40, , , 
2023/9/16, 12, 6, 37, 1, , 
2023/9/17, 12, 6, 46, , , 
2023/9/18, 12, 6, 46, , , 
2023/9/19, 12, 6, 43, , , 
2023/9/20, 12, 6, 43, , , 
2023/9/21, 12, 6, 41, , , 
2023/9/22, 12, 6, 41, 2, , 5
2023/9/23, 12, 6, 37, , , 6
2023/9/24, 12, 6, , , , 3
2023/9/25, 12, , 32, , , 5
2023/9/27, 12, 6, , , , 8
2023/9/28, 12, 6, , , , 6
2023/9/29, 12, 6, , , , 4
2023/9/30, 12, 6, , , , 6
2023/4/1, 12, 6, 25, 1, 1, 1
2023/4/2, 12, 6, 27, 1, 1, 1
2023/4/3, 12, 6, 26, 1, 1, 1
2023/4/4, 12, 6, 26, 1, 13, 3
2023/4/5, 12, 6, 27, 1, 9, 2
2023/4/6, 12, 6, 26, 1, 1, 2
2023/4/7, 12, 6, 27, 1, 1, 1
2023/4/8, 12, 6, 30, 1, 1, 1
2023/4/9, 12, 6, 37, 1, 1, 1
2023/4/10, 12, 6, 34, 1, 1, 2
2023/4/11, 12, 6, 31, 1, 1, 1
2023/4/12, 12, 6, 29, 1, 2, 1
2023/4/13, 12, 6, 29, 1, 1, 1
2023/4/14, 12, , 34, 1, 1, 1
2023/4/18, 12, 6, 27, 1, 3, 3
2023/4/19, 12, , , , , 
2023/4/23, 12, 6, 26, 1, 1, 3
2023/4/24, 12, 6, 27, 1, 1, 4
2023/4/25, 12, 6, 30, 2, 1, 3
2023/4/26, 12, 7, 31, 1, 1, 3
2023/4/27, 13, 7, 29, 1, 2, 3
