date,max
2022-05-28,46.3
2022-05-29,28.6
2022-05-30,94
2022-05-31,27.7
2022-06-01,32.7
2022-06-02,31.1
2022-06-03,27.6
2022-06-04,34.8
2022-06-05,92.2
2022-06-06,13.2
2022-06-07,56.4
2022-06-08,32.1
2022-06-09,29.3
2022-06-10,42.7
2022-06-11,25.3
2022-06-12,36.4
2022-06-13,35.5
2022-06-14,33.2
2022-06-15,25.3
2022-06-16,37.3
2022-06-17,35.8
2022-06-18,34.8
2022-06-19,30.4
2022-06-20,46.2
2022-06-21,149.2
2022-06-22,74.5
2022-06-23,33.7
2022-06-24,27.8
2022-06-25,29.4
2022-06-26,40.7
2022-06-27,54.2
2022-06-28,45.2
2022-06-29,23.5
2022-06-30,21
2022-07-01,19.2
2022-07-02,25.9
2022-07-03,29.4
2022-07-04,171.5
2022-07-05,29.7
2022-07-06,23.4
2022-07-07,30.5
2022-07-08,91
2022-07-09,31.8
2022-07-10,37.2
2022-07-11,135.2
2022-07-12,45.7
2022-07-13,33.6
2022-07-14,24.8
2022-07-15,28.5
2022-07-16,33.2
2022-07-17,42
2022-07-18,35.9
2022-07-19,34.9
2022-07-20,42.2
2022-07-21,69.5
2022-07-22,19.5
2022-07-23,29.2
2022-07-24,35.6
2022-07-25,57.5
2022-07-26,59.5
2022-07-27,47.2
2022-07-28,51.2
2022-07-29,186.4
2022-07-30,92.6
2022-07-31,143.4
2022-08-01,38.3
2022-08-02,28.7
2022-08-03,52.4
2022-08-04,112.3
2022-08-05,85.2
2022-08-06,49.8
2022-08-07,28.1
2022-08-08,154.8
2022-08-09,102.8
2022-08-10,78.8
2022-08-11,117.8
2022-08-12,34.6
2022-08-13,79.4
2022-08-14,31.1
2022-08-15,29.8
2022-08-16,46
2022-08-17,174.7
2022-08-18,36.4
2022-08-19,44.7
2022-08-20,61.9
2022-08-21,72.9
2022-08-22,75.2
2022-08-23,39.7
2022-08-24,100.9
2022-08-25,27.4
2022-08-26,47
2022-08-27,36.1
2022-08-28,29
2022-08-29,31.4
2022-08-30,29
2022-08-31,33.8
2022-09-01,47.3
2022-09-02,47.3
2022-09-03,34.6
2022-09-04,32.1
2022-09-05,31.6
2022-09-06,30.5
2022-09-07,118.6
2022-09-08,35.9
2022-09-09,68.6
2022-09-10,24.1
2022-09-11,180.7
2022-09-12,29.8
2022-09-13,26.9
2022-09-15,43.5
2022-10-16,46.1
2022-10-17,44.9
2022-10-18,88.3
2022-10-21,49.6
2022-10-22,151
2022-10-23,135.8
2022-10-24,138.3
2022-10-25,194
2022-10-26,182.3
2022-10-27,109.8
2022-10-28,142.7
2022-10-29,187.2
2022-10-30,77.1
2022-10-31,127.9
2022-11-01,219.7
2022-11-02,111.4
2022-11-03,89.7
2022-11-04,164.6
2022-11-05,198.1
2022-11-06,119.6
2022-11-07,144.2
2022-11-08,75.3
2022-11-09,214.7
2022-11-10,191.6
2022-11-11,111.1
2022-11-12,104.3
2022-11-13,156.2
2022-11-14,163.5
2022-11-15,44.3
2022-11-16,54.7
2022-11-17,48.3
2022-11-18,105.4
2022-11-19,194.5
2022-11-20,45.6
2022-11-21,232.9
2022-11-22,339.2
2022-11-23,237.2
2022-11-24,137.2
2022-11-25,148.6
2022-11-26,180.4
2022-11-27,31.1
2022-11-28,95.1
2022-11-29,197.6
2022-11-30,205.6
2022-12-01,16.6
2022-12-02,227.4
2022-12-03,221.3
2022-12-04,33.5
2022-12-05,74.1
2022-12-06,166.4
2022-12-07,150.3
2022-12-08,159.9
2022-12-09,142
2022-12-10,159.4
2022-12-11,105.3
2022-12-12,158.3
2022-12-13,190.9
2022-12-14,97.5
2022-12-15,93.6
2022-12-16,241.2
2022-12-17,162.8
2022-12-18,77.2
2022-12-19,80.4
2022-12-20,98
2022-12-21,149.5
2022-12-22,144.2
2022-12-23,141.4
2022-12-24,361.4
2022-12-25,90.8
2022-12-26,231.9
2022-12-27,180.6
2022-12-28,272
2022-12-29,124.8
2022-12-30,263.5
2022-12-31,138.9
2023-01-01,148.3
2023-01-02,206
2023-01-03,254.4
2023-01-04,88.7
2023-01-05,198.8
2023-01-06,110.2
2023-01-07,232
2023-01-08,205.8
2023-01-09,82
2023-01-10,99.4
2023-01-11,270.6
2023-01-12,102.4
2023-01-13,110.8
2023-01-14,203.6
2023-01-15,324.2
2023-01-16,277.1
2023-01-17,176.4
2023-01-18,261.1
2023-01-19,382.5
2023-01-20,169.2
2023-01-21,106.7
2023-01-22,72.4
2023-01-23,67.9
2023-01-24,48.1
2023-01-25,204.8
2023-01-26,140.9
2023-01-27,29.8
2023-01-28,136.6
2023-01-29,59.7
2023-01-30,70.2
2023-01-31,95.5
2023-02-01,224.7
2023-02-02,179.7
2023-02-03,83.4
2023-02-04,133.3
2023-02-05,44.6
2023-02-06,29.7
2023-02-07,32.3
2023-02-08,43.9
2023-02-09,25
2023-02-10,36.3
2023-02-11,33.9
2023-02-19,159.1
2023-02-20,84.5
2023-02-21,75.9
2023-02-22,66.1
2023-02-23,77.5
2023-02-24,118.3
2023-02-25,191.6
2023-02-26,168.9
2023-02-27,193
2023-02-28,107.4
2023-03-01,136.4
2023-03-02,147.8
2023-03-03,214.9
2023-03-04,195.1
2023-03-05,114.5
2023-03-06,119.4
2023-03-07,150.3
2023-03-08,109.4
2023-03-09,69.4
2023-03-10,226.5
2023-03-11,108.3
2023-03-12,104.4
2023-03-13,99.1
2023-03-14,52.7
2023-03-15,92.1
2023-03-16,159.4
2023-03-17,144.1
2023-03-18,54.9
2023-03-19,149.2
2023-03-20,77.7
2023-03-21,70.8
2023-03-22,114.9
2023-03-23,102.3
2023-03-24,94.1
2023-03-25,120.1
2023-03-26,79.6
2023-03-27,159
2023-03-28,49.2
2023-03-29,79.9
2023-03-30,125.1
2023-03-31,49.9
2023-04-01,109.3
2023-04-02,41.7
2023-04-03,59.3
2023-04-04,72.6
2023-04-05,285.8
2023-04-06,141.4
2023-04-07,167
2023-04-08,170.4
2023-04-09,159.7
2023-04-10,229.4
2023-04-11,30.9
2023-04-12,45.3
2023-04-13,27.1
2023-04-14,20.4
2023-04-15,57
2023-04-16,79.3
2023-04-17,276.9
2023-04-18,127.9
2023-04-19,63.4
2023-04-20,53.9
2023-04-21,96.5
2023-04-22,58.4
2023-04-23,64.5
2023-04-24,35.9
2023-04-25,58.9
2023-04-26,48.8
2023-04-27,66.2
2023-04-28,116.4
2023-04-29,44
2023-04-30,50.3
2023-05-01,37.9
2023-05-02,112.9
2023-05-03,95.3
2023-05-04,51.4
2023-05-05,49.9
2023-05-06,116.3
2023-05-07,49.8
2023-05-08,139.5
2023-05-09,176.9
2023-05-10,69.2
2023-05-11,41.9
2023-05-12,26
2023-05-13,75
2023-05-14,113.7
2023-05-15,96.9
2023-05-16,185.1
2023-05-17,91.8
2023-05-18,184.1
2023-05-19,150.7
2023-05-20,155.7
2023-05-21,90.3
2023-05-22,67.2
2023-05-23,56
2023-05-24,29.4
2023-05-25,29.3
2023-05-26,29.8
2023-05-27,33.9
2023-05-28,28.7
2023-05-29,31.2
2023-05-30,49.7
2023-05-31,37.4
2023-06-01,33.7
2023-06-02,34.5
2023-06-03,36.3
2023-06-04,34.1
2023-06-05,34.9
2023-06-06,46.9
2023-06-07,248.8
2023-06-08,31.8
2023-06-09,186.6
2023-06-10,31.3
2023-06-11,47.7
2023-06-12,78.9
2023-06-13,21
2023-06-14,21.5
2023-06-15,46.6
2023-06-16,27.3
2023-06-17,33.4
2023-06-18,24.3
2023-06-19,24.6
2023-06-20,32.1
2023-06-21,32.6
2023-06-22,32.4
2023-06-23,31.8
2023-06-24,123.9
2023-06-25,51.2
2023-06-26,25
2023-06-27,19.1
2023-06-28,18.5
2023-06-29,21.5
2023-06-30,36.5
2023-07-01,33.4
2023-07-02,30.7
2023-07-03,60.1
2023-07-04,57.1
2023-07-05,19.6
2023-07-06,25
2023-07-07,33.8
2023-07-08,18.7
2023-07-09,15.3
2023-07-10,162.2
2023-07-11,39.9
2023-07-12,38
2023-07-13,17.7
2023-07-14,225
2023-07-15,164.6
2023-07-16,88.5
2023-07-17,21.4
2023-07-18,24.8
2023-07-19,57.7
2023-07-20,19.8
2023-07-21,92.8
2023-07-22,30
2023-07-23,20.4
2023-07-24,20
2023-07-25,30.9
2023-07-26,44.4
2023-07-27,25.8
2023-07-28,136.7
2023-07-29,22
2023-07-30,18.7
2023-07-31,65.1
2023-08-01,35.2
2023-08-02,17.7
2023-08-03,14.1
2023-08-04,12.1
2023-08-05,11.6
