date,avg
2022-05-28,20.8
2022-05-29,21.099999999999998
2022-05-30,32.93333333333333
2022-05-31,13.533333333333333
2022-06-01,18.933333333333334
2022-06-02,20.466666666666665
2022-06-03,21.766666666666666
2022-06-04,27.53333333333333
2022-06-05,42.56666666666667
2022-06-06,6.666666666666667
2022-06-07,23.7
2022-06-08,19.400000000000002
2022-06-09,21.78333333333333
2022-06-10,23.666666666666668
2022-06-11,12.896666666666667
2022-06-12,25.233333333333334
2022-06-13,20.333333333333332
2022-06-14,13.283333333333337
2022-06-15,14.4
2022-06-16,25.633333333333336
2022-06-17,26.96666666666667
2022-06-18,22.899999999999995
2022-06-19,22.383333333333336
2022-06-20,27.3
2022-06-21,64.13333333333333
2022-06-22,32.3
2022-06-23,15.766666666666667
2022-06-24,16.733333333333334
2022-06-25,21.066666666666666
2022-06-26,28.400000000000002
2022-06-27,33.06666666666667
2022-06-28,24.433333333333337
2022-06-29,10.166666666666666
2022-06-30,10.200000000000001
2022-07-01,11.763333333333334
2022-07-02,14.733333333333333
2022-07-03,16.583333333333332
2022-07-04,65.8
2022-07-05,12.9
2022-07-06,13.566666666666668
2022-07-07,24.900000000000002
2022-07-08,31.666666666666668
2022-07-09,20.166666666666668
2022-07-10,23.566666666666666
2022-07-11,57.66666666666666
2022-07-12,23.26666666666667
2022-07-13,16.366666666666667
2022-07-14,16.616666666666667
2022-07-15,19.533333333333335
2022-07-16,25.766666666666666
2022-07-17,30.333333333333332
2022-07-18,20.233333333333334
2022-07-19,19.46666666666667
2022-07-20,23.933333333333334
2022-07-21,25.099999999999998
2022-07-22,10.833333333333334
2022-07-23,18.866666666666667
2022-07-24,28.23333333333333
2022-07-25,36.46666666666667
2022-07-26,37.78333333333333
2022-07-27,33.233333333333334
2022-07-28,36.23333333333333
2022-07-29,73.60000000000001
2022-07-30,43.23333333333333
2022-07-31,57.800000000000004
2022-08-01,26.23333333333333
2022-08-02,20.333333333333332
2022-08-03,28.666666666666668
2022-08-04,41.63333333333333
2022-08-05,34.333333333333336
2022-08-06,21.733333333333334
2022-08-07,12.366666666666667
2022-08-08,57.1
2022-08-09,42.46666666666667
2022-08-10,31.03333333333333
2022-08-11,41.766666666666666
2022-08-12,18.96666666666667
2022-08-13,37.86666666666667
2022-08-14,22.866666666666664
2022-08-15,24.566666666666666
2022-08-16,29.0
2022-08-17,69.13333333333333
2022-08-18,27.73333333333333
2022-08-19,24.76666666666667
2022-08-20,25.866666666666664
2022-08-21,26.133333333333336
2022-08-22,32.06666666666667
2022-08-23,28.21666666666667
2022-08-24,43.63333333333333
2022-08-25,14.799999999999999
2022-08-26,18.099999999999998
2022-08-27,20.933333333333334
2022-08-28,21.766666666666666
2022-08-29,26.3
2022-08-30,24.833333333333332
2022-08-31,26.599999999999998
2022-09-01,26.099999999999998
2022-09-02,28.76666666666667
2022-09-03,24.900000000000002
2022-09-04,13.5
2022-09-05,19.400000000000002
2022-09-06,23.03333333333333
2022-09-07,55.48333333333333
2022-09-08,15.466666666666667
2022-09-09,26.066666666666666
2022-09-10,11.433333333333335
2022-09-11,67.2
2022-09-12,20.683333333333334
2022-09-13,19.13
2022-09-15,35.15
2022-10-16,35.1
2022-10-17,31.433333333333334
2022-10-18,44.6
2022-10-21,24.400000000000002
2022-10-22,61.6
2022-10-23,57.73333333333334
2022-10-24,64.89999999999999
2022-10-25,86.33333333333333
2022-10-26,80.10000000000001
2022-10-27,54.73333333333333
2022-10-28,64.39999999999999
2022-10-29,82.60000000000001
2022-10-30,43.26666666666666
2022-10-31,51.0
2022-11-01,84.0
2022-11-02,52.53333333333333
2022-11-03,43.73333333333334
2022-11-04,72.16666666666666
2022-11-05,87.0
2022-11-06,67.10000000000001
2022-11-07,76.43333333333334
2022-11-08,53.833333333333336
2022-11-09,99.36666666666666
2022-11-10,86.96333333333332
2022-11-11,61.633333333333326
2022-11-12,52.5
2022-11-13,69.88333333333334
2022-11-14,76.46666666666665
2022-11-15,31.916666666666668
2022-11-16,33.6
2022-11-17,30.0
2022-11-18,45.26666666666667
2022-11-19,74.36666666666666
2022-11-20,22.796666666666667
2022-11-21,94.73333333333333
2022-11-22,132.13333333333333
2022-11-23,96.63333333333333
2022-11-24,55.833333333333336
2022-11-25,59.16666666666666
2022-11-26,70.06666666666666
2022-11-27,21.86666666666667
2022-11-28,47.333333333333336
2022-11-29,83.56666666666666
2022-11-30,77.26666666666667
2022-12-01,7.133333333333333
2022-12-02,82.10000000000001
2022-12-03,85.5
2022-12-04,17.433333333333334
2022-12-05,34.6
2022-12-06,72.36666666666667
2022-12-07,72.06666666666668
2022-12-08,69.43333333333332
2022-12-09,62.26666666666666
2022-12-10,70.03333333333335
2022-12-11,54.63333333333333
2022-12-12,72.43333333333334
2022-12-13,88.39999999999999
2022-12-14,56.0
2022-12-15,59.833333333333336
2022-12-16,120.43333333333332
2022-12-17,75.36666666666667
2022-12-18,43.46666666666667
2022-12-19,54.20000000000001
2022-12-20,70.93333333333334
2022-12-21,92.56666666666668
2022-12-22,82.23333333333333
2022-12-23,71.18333333333334
2022-12-24,148.26666666666665
2022-12-25,58.366666666666674
2022-12-26,111.0
2022-12-27,87.3
2022-12-28,97.93333333333334
2022-12-29,52.9
2022-12-30,104.46666666666668
2022-12-31,64.8
2023-01-01,66.93333333333334
2023-01-02,87.19999999999999
2023-01-03,105.23333333333333
2023-01-04,60.96666666666667
2023-01-05,104.76333333333334
2023-01-06,57.050000000000004
2023-01-07,98.83333333333333
2023-01-08,95.18333333333334
2023-01-09,60.46666666666667
2023-01-10,80.43333333333334
2023-01-11,124.2666666666667
2023-01-12,55.93333333333334
2023-01-13,61.26666666666667
2023-01-14,97.58333333333333
2023-01-15,122.33333333333333
2023-01-16,109.89999999999999
2023-01-17,76.63333333333334
2023-01-18,105.26666666666667
2023-01-19,163.1
2023-01-20,83.03333333333333
2023-01-21,63.35
2023-01-22,54.56666666666667
2023-01-23,42.56666666666667
2023-01-24,30.666666666666668
2023-01-25,88.46666666666665
2023-01-26,69.2
2023-01-27,27.633333333333336
2023-01-28,68.76666666666667
2023-01-29,44.800000000000004
2023-01-30,53.53333333333333
2023-01-31,68.39999999999999
2023-02-01,123.76666666666667
2023-02-02,103.78333333333335
2023-02-03,65.53333333333333
2023-02-04,67.06666666666668
2023-02-05,27.25
2023-02-06,20.666666666666668
2023-02-07,20.03333333333333
2023-02-08,26.366666666666664
2023-02-09,18.533333333333335
2023-02-10,23.333333333333332
2023-02-11,29.433333333333334
2023-02-19,70.49999999999999
2023-02-20,45.166666666666664
2023-02-21,54.03333333333334
