,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi
0,Chi Phương,2021-12-27,0,51,0,6,2,3,51
1,Chi Phương,2021-12-28,64,40,0,5,2,3,64
2,Chi Phương,2021-12-29,49,40,0,5,2,2,49
3,Chi Phương,2021-12-30,54,53,0,6,2,2,54
4,Chi Phương,2021-12-31,82,59,0,6,21,4,82
5,Chi Phương,2022-01-01,98,47,0,5,2,2,98
6,Chi Phương,2022-01-02,58,78,0,7,3,4,78
7,Chi Phương,2022-01-03,133,87,0,10,3,4,133
8,Chi Phương,2022-01-04,155,91,0,12,3,4,155
9,Chi Phương,2022-01-05,144,79,0,9,2,3,144
10,Chi Phương,2022-01-06,131,70,0,7,2,3,131
11,Chi Phương,2022-01-07,120,79,0,8,3,4,120
12,Chi Phương,2022-01-08,147,30,0,4,2,3,147
13,Chi Phương,2022-01-09,40,23,0,6,2,3,40
14,Chi Phương,2022-01-10,32,41,0,4,2,3,41
15,Chi Phương,2022-01-11,47,68,21,8,4,4,68
16,Chi Phương,2022-01-12,103,57,0,6,2,1,103
17,Chi Phương,2022-01-13,83,79,0,7,2,2,83
18,Chi Phương,2022-01-14,131,96,0,12,3,3,131
19,Chi Phương,2022-01-15,164,67,0,8,2,2,164
20,Chi Phương,2022-01-16,117,10,0,3,2,1,117
21,Chi Phương,2022-01-17,15,37,0,5,2,1,37
22,Chi Phương,2022-01-18,45,57,0,7,2,1,57
23,Chi Phương,2022-01-19,81,48,25,7,1,1,81
24,Chi Phương,2022-01-20,88,53,4,6,26,4,88
25,Chi Phương,2022-01-21,101,42,0,9,7,4,101
26,Chi Phương,2022-01-22,74,68,0,8,8,4,74
27,Chi Phương,2022-01-23,128,28,13,7,6,3,128
28,Chi Phương,2022-01-24,55,1,0,5,5,2,55
29,Chi Phương,2022-01-25,1,2,0,10,31,6,31
30,Chi Phương,2022-01-26,3,4,7,6,8,6,8
31,Chi Phương,2022-01-27,6,1,0,5,2,1,6
32,Chi Phương,2022-01-28,1,1,0,3,1,3,3
33,Chi Phương,2022-01-29,1,0,0,0,0,0,1
34,Chi Phương,2022-02-09,0,1,0,4,1,1,4
35,Chi Phương,2022-02-10,1,0,0,3,1,1,3
36,Chi Phương,2022-02-11,0,0,0,3,1,1,3
37,Chi Phương,2022-02-12,0,0,0,2,1,1,2
38,Chi Phương,2022-02-13,1,0,0,2,1,1,2
39,Chi Phương,2022-02-14,1,0,0,3,1,1,3
40,Chi Phương,2022-02-15,0,1,0,5,1,1,5
41,Chi Phương,2022-02-16,2,1,0,8,1,1,8
42,Chi Phương,2022-02-17,1,0,0,9,1,1,9
43,Chi Phương,2022-02-18,1,1,2,3,6,2,6
44,Chi Phương,2022-02-19,1,1,1,1,1,1,1
45,Chi Phương,2022-02-20,2,1,0,1,1,1,2
46,Chi Phương,2022-02-21,1,23,0,4,1,1,23
47,Chi Phương,2022-02-22,21,35,0,6,1,0,35
48,Chi Phương,2022-02-23,38,52,1,5,8,3,52
49,Chi Phương,2022-02-24,72,62,2,6,2,2,72
50,Chi Phương,2022-02-25,103,89,3,8,3,1,103
51,Chi Phương,2022-02-26,159,106,3,9,4,2,159
52,Chi Phương,2022-02-27,192,102,1,10,4,2,192
53,Chi Phương,2022-02-28,180,76,1,14,18,4,180
54,Chi Phương,2022-03-01,142,80,1,9,5,1,142
55,Chi Phương,2022-03-02,155,70,5,7,4,1,155
56,Chi Phương,2022-03-03,124,63,3,10,3,1,124
57,Chi Phương,2022-03-04,105,56,2,9,2,1,105
58,Chi Phương,2022-03-05,109,21,3,8,21,11,109
59,Chi Phương,2022-03-06,38,2,4,4,2,3,38
60,Chi Phương,2022-03-07,3,1,4,6,3,1,6
61,Chi Phương,2022-03-08,1,2,3,5,2,1,5
62,Chi Phương,2022-03-09,3,1,3,5,2,1,5
63,Chi Phương,2022-03-10,2,3,4,10,18,10,18
64,Chi Phương,2022-03-11,4,1,2,10,5,1,10
65,Chi Phương,2022-03-12,1,1,3,9,4,1,9
66,Chi Phương,2022-03-13,1,1,3,7,4,1,7
67,Chi Phương,2022-03-14,1,2,4,7,3,2,7
68,Chi Phương,2022-03-15,3,4,3,13,20,6,20
69,Chi Phương,2022-03-16,8,1,3,6,4,2,8
70,Chi Phương,2022-03-17,2,2,23,8,3,2,23
71,Chi Phương,2022-03-18,2,1,23,15,8,1,23
72,Chi Phương,2022-03-19,1,2,23,8,2,2,23
73,Chi Phương,2022-03-20,2,3,23,10,28,10,28
74,Chi Phương,2022-03-21,6,1,24,5,1,1,24
75,Chi Phương,2022-03-22,1,1,23,3,1,0,23
76,Chi Phương,2022-03-23,1,0,23,4,2,1,23
77,Chi Phương,2022-03-24,1,1,24,8,2,2,24
78,Chi Phương,2022-03-25,1,42,24,8,18,5,42
79,Chi Phương,2022-03-26,60,40,23,4,2,1,60
80,Chi Phương,2022-03-27,51,35,23,4,2,1,51
81,Chi Phương,2022-03-28,43,70,23,10,3,1,70
82,Chi Phương,2022-03-29,115,23,23,9,22,6,115
83,Chi Phương,2022-03-30,38,21,22,5,1,1,38
84,Chi Phương,2022-03-31,25,14,22,3,1,0,25
85,Chi Phương,2022-04-01,14,24,23,6,1,1,24
86,Chi Phương,2022-04-02,26,41,23,7,2,1,41
87,Chi Phương,2022-04-03,50,53,24,7,4,1,53
88,Chi Phương,2022-04-04,70,66,24,8,2,2,70
89,Chi Phương,2022-04-05,94,84,25,8,3,2,94
90,Chi Phương,2022-04-06,131,72,24,8,2,1,131
91,Chi Phương,2022-04-07,112,86,25,11,5,2,112
92,Chi Phương,2022-04-08,128,24,26,17,27,7,128
93,Chi Phương,2022-04-09,44,1,24,9,6,1,44
94,Chi Phương,2022-04-10,1,1,24,10,4,1,24
95,Chi Phương,2022-04-11,1,1,23,9,3,1,23
96,Chi Phương,2022-04-12,1,1,24,9,2,2,24
97,Chi Phương,2022-04-13,1,4,24,11,22,7,24
98,Chi Phương,2022-04-14,8,1,23,10,3,2,23
99,Chi Phương,2022-04-15,1,1,22,3,1,0,22
100,Chi Phương,2022-04-16,1,0,22,3,1,0,22
101,Chi Phương,2022-04-17,0,0,22,2,1,0,22
102,Chi Phương,2022-04-18,0,2,23,8,23,7,23
103,Chi Phương,2022-04-19,4,2,23,6,3,2,23
104,Chi Phương,2022-04-20,2,2,24,9,4,2,24
105,Chi Phương,2022-04-21,4,3,23,9,2,2,23
106,Chi Phương,2022-04-22,4,1,23,6,2,1,23
107,Chi Phương,2022-04-23,2,25,24,6,7,4,25
108,Chi Phương,2022-04-24,38,56,25,5,1,2,56
109,Chi Phương,2022-04-25,78,58,25,4,1,1,78
110,Chi Phương,2022-04-26,83,64,25,7,1,1,83
111,Chi Phương,2022-04-27,92,62,24,7,1,1,92
112,Chi Phương,2022-04-28,96,65,26,7,12,6,96
113,Chi Phương,2022-04-29,94,59,24,5,2,1,94
114,Chi Phương,2022-04-30,81,22,24,4,3,0,81
115,Chi Phương,2022-05-01,20,41,24,5,2,1,41
116,Chi Phương,2022-05-02,50,61,24,7,2,1,61
117,Chi Phương,2022-05-03,70,63,25,13,24,5,70
118,Chi Phương,2022-05-04,83,71,25,9,5,1,83
119,Chi Phương,2022-05-05,106,69,25,6,3,1,106
120,Chi Phương,2022-05-06,110,53,10,1,1,1,110
121,Chi Phương,2022-05-07,87,13,9,1,1,0,87
122,Chi Phương,2022-05-08,17,11,9,1,14,5,17
123,Chi Phương,2022-05-09,14,19,9,1,1,1,19
124,Chi Phương,2022-05-10,22,40,10,1,1,1,40
125,Chi Phương,2022-05-11,55,22,8,1,1,0,55
126,Chi Phương,2022-05-12,27,19,8,1,1,1,27
127,Chi Phương,2022-05-13,21,21,10,1,11,3,21
128,Chi Phương,2022-05-14,28,27,8,1,1,1,28
129,Chi Phương,2022-05-15,27,29,8,1,1,1,29
130,Chi Phương,2022-05-16,24,44,9,1,1,1,44
131,Chi Phương,2022-05-17,49,56,9,1,3,1,56
132,Chi Phương,2022-05-18,79,13,14,3,14,7,79
133,Chi Phương,2022-05-19,21,1,9,6,3,1,21
134,Chi Phương,2022-05-20,2,1,9,3,2,0,9
135,Chi Phương,2022-05-21,1,1,9,3,2,0,9
136,Chi Phương,2022-05-22,1,1,8,2,2,0,8
137,Chi Phương,2022-05-23,1,1,8,3,8,2,8
138,Chi Phương,2022-05-24,1,37,9,5,2,1,37
139,Chi Phương,2022-05-25,45,53,9,4,1,1,53
140,Chi Phương,2022-05-26,57,49,9,5,2,1,57
141,Chi Phương,2022-05-27,62,29,9,7,14,11,62
142,Chi Phương,2022-05-28,39,1,9,5,1,1,39
143,Chi Phương,2022-05-29,1,0,9,4,1,0,9
144,Chi Phương,2022-05-30,0,0,8,4,1,0,8
145,Chi Phương,2022-05-31,0,1,9,5,1,1,9
146,Chi Phương,2022-06-01,1,3,9,7,5,10,10
147,Chi Phương,2022-06-02,5,34,9,4,1,1,34
148,Chi Phương,2022-06-03,36,55,10,5,1,1,55
149,Chi Phương,2022-06-04,61,54,10,6,2,1,61
150,Chi Phương,2022-06-05,53,19,8,4,2,1,53
151,Chi Phương,2022-06-06,27,27,9,4,2,4,27
152,Chi Phương,2022-06-07,36,31,9,3,2,0,36
153,Chi Phương,2022-06-08,33,35,9,4,2,1,35
154,Chi Phương,2022-06-09,40,48,9,5,2,1,48
155,Chi Phương,2022-06-10,54,21,9,3,0,1,54
156,Chi Phương,2022-06-11,28,36,9,8,6,13,36
