,Unnamed: 0,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi
0,0,Hạ Long,2014-08-02,0,18,8,0,12,8,18
1,1,Hạ Long,2014-08-03,0,28,90,0,11,21,90
2,2,Hạ Long,2014-08-04,0,23,85,0,28,22,85
3,3,Hạ Long,2014-08-05,0,22,42,0,23,21,42
4,4,Hạ Long,2014-08-06,0,20,42,0,23,22,42
5,5,Hạ Long,2014-08-07,0,16,15,0,23,26,26
6,6,Hạ Long,2014-08-08,0,27,72,0,22,28,72
7,7,Hạ Long,2014-08-09,0,24,49,0,21,24,49
8,8,Hạ Long,2014-08-10,0,20,29,0,16,21,29
9,9,Hạ Long,2014-08-11,0,19,21,8,16,20,21
10,10,Hạ Long,2014-08-12,49,22,24,16,16,20,49
11,11,Hạ Long,2014-08-13,53,18,26,17,17,31,53
12,12,Hạ Long,2014-08-14,55,23,37,37,19,26,55
13,13,Hạ Long,2014-08-15,44,15,30,14,24,63,63
14,14,Hạ Long,2014-08-16,44,15,7,0,18,12,44
15,15,Hạ Long,2014-08-17,0,0,0,7,0,0,7
16,16,Hạ Long,2014-08-18,46,20,17,16,16,8,46
17,17,Hạ Long,2014-08-19,51,22,26,21,18,24,51
18,18,Hạ Long,2014-08-20,38,14,24,17,23,27,38
19,19,Hạ Long,2014-08-21,61,26,23,16,19,30,61
20,20,Hạ Long,2014-08-22,56,23,25,16,18,28,56
21,21,Hạ Long,2014-08-23,49,19,21,64,18,27,64
22,22,Hạ Long,2014-08-24,49,17,28,118,20,39,118
23,23,Hạ Long,2014-08-25,47,19,24,117,18,24,117
24,24,Hạ Long,2014-08-26,58,29,16,13,18,26,58
25,25,Hạ Long,2014-08-27,46,20,26,8,18,25,46
26,26,Hạ Long,2014-08-28,28,12,23,12,19,20,28
27,27,Hạ Long,2014-08-29,41,17,22,12,18,28,41
28,28,Hạ Long,2014-08-30,46,20,25,12,19,25,46
29,29,Hạ Long,2014-08-31,55,22,19,8,20,32,55
30,30,Hạ Long,2014-09-01,29,9,17,8,18,28,29
31,31,Hạ Long,2014-09-02,35,13,29,16,18,23,35
32,32,Hạ Long,2014-09-03,42,17,28,119,18,23,119
33,33,Hạ Long,2014-09-04,41,16,27,14,19,29,41
34,34,Hạ Long,2014-09-05,31,13,27,62,18,26,62
35,35,Hạ Long,2014-09-06,50,22,43,18,19,27,50
36,36,Hạ Long,2014-09-07,69,31,44,104,19,23,104
37,37,Hạ Long,2014-09-08,62,29,33,20,18,26,62
38,38,Hạ Long,2014-09-09,64,28,31,17,18,25,64
39,39,Hạ Long,2014-09-10,46,20,27,9,18,27,46
40,40,Hạ Long,2014-09-11,42,20,28,12,18,26,42
41,41,Hạ Long,2014-09-12,40,20,28,14,18,28,40
42,42,Hạ Long,2014-09-13,59,25,33,62,18,22,62
43,43,Hạ Long,2014-09-14,60,27,29,24,18,24,60
44,44,Hạ Long,2014-09-15,61,29,37,17,18,24,61
45,45,Hạ Long,2014-09-16,64,28,26,9,19,22,64
46,46,Hạ Long,2014-09-17,41,14,27,12,19,20,41
47,47,Hạ Long,2014-09-18,48,18,27,21,19,25,48
48,48,Hạ Long,2014-09-19,54,22,26,16,26,24,54
49,49,Hạ Long,2014-09-20,63,27,24,101,20,24,101
50,50,Hạ Long,2014-09-21,64,26,27,0,20,32,64
51,51,Hạ Long,2014-09-23,86,45,39,29,17,10,86
52,52,Hạ Long,2014-09-24,102,51,55,29,20,31,102
53,53,Hạ Long,2014-09-25,117,54,56,33,21,27,117
54,54,Hạ Long,2014-09-26,114,50,43,29,19,27,114
55,55,Hạ Long,2014-09-27,87,40,32,21,19,25,87
56,56,Hạ Long,2014-09-28,68,29,30,17,19,24,68
57,57,Hạ Long,2014-09-29,52,22,22,21,19,23,52
58,58,Hạ Long,2014-09-30,59,27,28,23,19,23,59
59,59,Hạ Long,2014-10-01,61,29,31,31,19,25,61
