date,median
2022-11-19,23.75
2022-11-20,16.2
2022-11-21,32.7
2022-11-22,34.79
2022-11-23,39.45
2022-11-24,32.79
2022-11-25,25.4
2022-11-26,37.5
2022-11-27,34.2
2022-11-28,33.1
2022-11-29,36.5
2022-11-30,49.9
2022-12-01,37.95
2022-12-02,22.45
2022-12-03,34.29
2022-12-04,24.65
2022-12-05,26.45
2022-12-06,32.4
2022-12-07,48.2
2022-12-08,39
2022-12-09,36.79
2022-12-10,40.85
2022-12-11,45.2
2022-12-12,44.3
2022-12-13,47.3
2022-12-14,49.8
2022-12-15,52
2022-12-16,50.3
2022-12-17,44.55
2022-12-18,16.8
2022-12-19,31.9
2022-12-20,41.9
2022-12-21,49.4
2022-12-22,48.6
2022-12-23,54.5
2022-12-24,50.8
2022-12-25,56
2022-12-26,70.1
2022-12-27,66
2023-01-08,38.85
2023-01-09,47.1
2023-01-10,27.25
2023-01-11,24.3
2023-01-12,33
2023-01-13,38.95
2023-01-14,47.15
2023-01-15,68.15
2023-01-16,40.29
2023-01-17,37.79
2023-01-18,36.04
2023-01-19,43.05
2023-01-20,46.5
2023-01-21,39.79
2023-01-22,20.55
2023-01-23,19.9
2023-01-24,12.7
2023-01-25,21.9
2023-01-26,46.8
2023-01-27,38.2
2023-01-28,23.6
2023-01-29,31.1
2023-01-30,55.9
2023-01-31,49
2023-02-01,46.75
2023-02-02,37.15
2023-02-03,33.9
2023-02-04,35.9
2023-02-05,31.8
2023-02-06,33.3
2023-02-07,35.6
2023-02-08,43.3
2023-02-09,34.8
2023-02-10,39.4
2023-02-11,38
2023-02-12,40.9
2023-02-13,44.3
2023-02-14,39.79
2023-02-15,42.3
2023-02-16,40.35
2023-02-17,37.79
2023-02-18,45.55
2023-02-19,38.65
2023-02-20,31.4
2023-02-21,38.5
2023-02-22,42.4
2023-02-23,31.9
2023-02-24,37.79
2023-02-25,51.45
2023-02-26,43.1
2023-02-27,46.3
2023-02-28,32.5
2023-03-01,30.7
2023-03-02,39.9
2023-03-03,38.2
2023-03-04,47.9
