date,median
2021-10-10,16.45
2021-10-11,6.8
2021-10-12,19.3
2021-10-13,21.6
2021-10-14,7.65
2021-10-15,4
2021-10-16,8.55
2021-10-17,14.4
2021-10-18,21.9
2021-10-19,46
2021-10-20,55.4
2021-10-21,12.1
2021-10-22,19.85
2021-10-23,39.85
2021-10-24,41.8
2021-10-25,52.1
2021-10-27,76.75
2021-10-28,91.1
2021-10-29,49.2
2021-10-30,17.2
2021-10-31,17.2
2021-11-01,22.3
2021-11-02,49.85
2021-11-05,60.8
2021-11-06,65.09
2022-02-01,38.7
2022-02-02,20.7
2022-02-03,26.5
2022-02-04,43.3
2022-02-05,92.5
2022-02-06,76.65
2022-02-07,37.9
2022-02-08,29.7
2022-02-09,17.1
2022-02-10,21.85
2022-02-11,29.6
2022-02-12,28.8
2022-02-13,31.4
2022-02-14,47.65
2022-02-15,77.55
2022-02-16,51.45
2022-02-17,51.1
2022-02-18,51.2
2022-02-19,14.8
2022-02-20,16.89
2022-02-21,27
2022-02-22,42.4
2022-02-23,50
2022-02-24,55.1
2022-02-25,89.7
2022-02-26,110.4
2022-02-27,110.6
2022-02-28,129.4
2022-03-01,160
2022-03-02,92.65
2022-03-03,105.1
2022-03-04,69.45
2022-03-05,58.6
2022-03-06,43.1
2022-03-07,52.4
2022-03-08,62.6
2022-03-09,83
2022-03-10,54.1
2022-03-11,53.2
2022-03-12,56.3
2022-03-13,52.45
2022-03-14,47.4
2022-03-15,61.2
2022-03-16,72.9
2022-03-17,69.8
2022-03-18,69.4
2022-03-19,75.65
2022-03-20,76.3
2022-03-21,77.1
2022-03-22,70.4
2022-03-23,13.5
2022-03-24,16.9
2022-03-25,45.8
2022-03-26,66.3
2022-03-27,25.3
2022-03-28,46.6
2022-03-29,57.9
2022-03-30,48.7
2022-03-31,34.6
2022-04-01,17.2
2022-04-02,12.1
2022-04-03,45
2022-04-04,65
2022-04-05,69.59
2022-04-06,105.55
2022-04-07,66.3
2022-04-08,81.59
2022-04-09,83.45
2022-04-10,97.3
2022-04-11,91.15
2022-04-12,66.5
2022-04-13,66.4
2022-04-14,80.59
2022-04-15,82.6
2022-04-16,22.9
2022-04-17,11.7
2022-04-18,14.8
2022-04-19,44
2022-04-20,73.6
2022-04-21,102
2022-04-22,72.9
2022-04-23,60
2022-04-24,71.3
2022-04-25,76.2
2022-04-26,73.9
2022-04-27,66.95
2022-04-28,65.7
2022-04-29,51.2
2022-04-30,51.3
2022-05-01,12.6
2022-05-02,27.55
2022-05-03,38.6
2022-05-04,59.8
2022-05-05,71.8
2022-05-06,69.75
2022-05-07,68.3
2022-05-08,38.6
2022-05-09,39.5
2022-05-10,41.1
2022-05-11,58.8
2022-05-12,12.9
2022-05-13,12.4
2022-05-14,21.15
2022-05-15,10
2022-05-16,11.5
2022-05-17,36.79
2022-05-18,58.3
2022-05-19,61.05
2022-05-20,62.5
2022-05-21,17.2
2022-05-22,6.35
2022-05-23,5.35
2022-05-24,5.6
2022-05-25,16.2
2022-05-26,45.2
2022-05-27,51.65
2022-05-28,95319
2022-05-29,25.3
2022-05-30,6.7
2022-05-31,13.2
2022-06-01,34.1
2022-06-02,40.7
2022-06-03,37.7
2022-06-04,49.7
2022-06-05,58.9
2022-06-06,7
2022-06-07,18.14
2022-06-08,28.2
2022-06-09,36.45
2022-06-10,41.95
2022-06-11,12.6
2022-06-12,50.05
2022-06-13,39.6
2022-06-14,8.1
2022-06-15,19.2
2022-06-16,43.5
2022-06-17,45.9
2022-06-18,36
2022-06-19,38.45
2022-06-20,42
2022-06-21,46.7
2022-06-22,32.95
2022-06-23,18.8
2022-06-24,29.7
2022-06-25,34.5
2022-06-26,44.4
2022-06-27,44.4
2022-06-28,49.6
2022-06-29,9.4
2022-06-30,10.6
2022-07-01,15.3
2022-07-02,16.7
2022-07-03,26.6
2022-07-04,36.1
2022-07-05,10.2
2022-07-06,20
2022-07-07,42.6
2022-07-08,6.2
2022-07-09,34.5
2022-07-10,39.4
2022-07-11,38
2022-07-12,25.2
2022-07-13,17.25
2022-07-14,27.1
2022-07-15,28.4
2022-07-16,43.5
2022-07-17,51.5
2022-07-18,43.6
2022-07-19,30.6
2022-07-20,30.1
2022-07-21,8.69
2022-07-22,14.55
2022-07-23,29.8
2022-07-24,47.8
2022-07-25,52.7
2022-07-26,56.7
2022-07-27,56.35
2022-07-28,58.4
2022-07-29,58.8
2022-07-30,49.2
2022-07-31,30.8
2022-08-01,40.8
2022-08-02,32.7
2022-08-03,32.8
2022-08-04,18
2022-08-05,18.1
2022-08-06,15.7
2022-08-07,11.3
2022-08-08,14.85
2022-08-09,22.8
2022-08-10,18.39
2022-08-11,10.3
2022-08-12,31.1
2022-08-13,41.2
2022-08-14,35
2022-08-15,43.1
2022-08-16,40.95
2022-08-17,35.95
2022-08-18,48.5
2022-08-19,52.7
2022-08-20,22.5
2022-08-21,7.3
2022-08-22,22.2
2022-08-23,44.7
2022-08-24,32
2022-08-25,17.1
2022-08-26,9.8
2022-08-27,23
2022-08-28,32.8
2022-08-29,46.2
2022-08-30,44.6
2022-08-31,52
2022-09-01,29.1
2022-09-02,34.3
2022-09-03,50.6
2022-09-04,10.7
2022-09-05,20.5
2022-09-06,34.7
2022-09-07,47.7
2022-09-08,12
2022-09-09,9.9
2022-09-10,9.6
2022-09-11,24.9
2022-09-12,35.6
2022-09-13,28.2
2022-09-15,61.8
2022-10-16,59.7
2022-10-17,56.4
2022-10-18,52.45
2022-10-21,25.1
2022-10-22,29.9
2022-10-23,41.15
2022-10-24,64.8
2022-10-25,66.6
2022-10-26,57.3
2022-10-27,55.2
2022-10-28,48.6
2022-10-29,63.2
2022-10-30,54.7
2022-10-31,28.2
2022-11-01,39.9
2022-11-02,49.55
2022-11-03,51.1
2022-11-04,56.7
2022-11-05,63.7
2022-11-06,78.9
2022-11-07,79
2022-11-08,81.5
2022-11-09,79.7
2022-11-10,72.3
2022-11-11,75
2022-11-12,58.4
2022-11-13,58.6
2022-11-14,68.9
2022-11-15,65.2
2022-11-16,48.3
2022-11-17,45.9
2022-11-18,37.79
2022-11-19,35.6
2022-11-20,26.35
2022-11-21,56.8
2022-11-22,58.65
2022-11-23,61.9
2022-11-24,34.5
2022-11-25,32
2022-11-26,36.95
2022-11-27,40
2022-11-28,48.1
2022-11-29,55.8
2022-11-30,49.9
2022-12-01,6
2022-12-02,18.9
2022-12-03,37
2022-12-04,22
2022-12-05,45.5
2022-12-06,51.4
2022-12-07,69.7
2022-12-08,49.6
2022-12-09,50.15
2022-12-10,51.5
2022-12-11,60.3
2022-12-12,60.7
2022-12-13,76.09
2022-12-14,72.55
2022-12-15,86.7
2022-12-16,118.2
2022-12-17,64.59
2022-12-18,63.3
2022-12-19,81.3
2022-12-20,109
2022-12-21,121.8
2022-12-22,100.15
2022-12-23,73.2
2022-12-24,80.8
2022-12-25,79.84
2022-12-26,95.7
2022-12-27,79.59
2022-12-28,20.35
2022-12-29,38.35
2022-12-30,48.8
2022-12-31,56.65
2023-01-01,57.9
2023-01-02,63.35
2023-01-03,62.2
2023-01-04,105.8
2023-01-05,116.5
2023-01-06,63.35
2023-01-07,68.3
2023-01-08,79.55
2023-01-09,98
2023-01-10,148
2023-01-11,97.1
2023-01-12,73.3
2023-01-13,75.59
2023-01-14,88.95
2023-01-15,60.1
2023-01-16,58.85
2023-01-17,57
2023-01-18,55.2
2023-01-19,125.25
2023-01-20,78.59
2023-01-21,83.1
2023-01-22,89.3
2023-01-23,81.55
2023-01-24,45.5
2023-01-25,72.4
2023-01-26,76.59
2023-01-27,54.1
2023-01-28,72.3
2023-01-29,71.8
2023-01-30,91.3
2023-01-31,97.6
2023-02-01,143.9
2023-02-02,120.2
2023-02-03,107
2023-02-04,72.7
2023-02-05,37.5
2023-02-06,30.6
2023-02-07,27.5
2023-02-08,42.2
2023-02-09,32.3
2023-02-10,40.5
2023-02-11,58.6
2023-02-19,51.6
2023-02-20,51.7
2023-02-21,97.2
2023-02-22,75.4
2023-02-23,74
2023-02-24,32
2023-02-25,50.6
2023-02-26,73.2
2023-02-27,99.45
2023-02-28,104.2
2023-03-01,95
2023-03-02,95.9
2023-03-03,103.6
2023-03-04,59.6
2023-03-05,74.15
2023-03-06,94.8
2023-03-07,79.2
2023-03-08,67.6
2023-03-09,60.7
