date,avg
2022-05-28,22.266666666666666
2022-05-29,29.166666666666668
2022-05-30,24.566666666666666
2022-05-31,28.166666666666668
2022-06-01,20.55
2022-06-02,18.933333333333334
2022-06-03,19.400000000000002
2022-06-04,24.400000000000002
2022-06-05,41.93333333333333
2022-06-06,16.85
2022-06-07,23.333333333333332
2022-06-08,71.73333333333333
2022-06-09,43.46666666666667
2022-06-10,36.2
2022-06-11,55.01666666666667
2022-06-12,59.21666666666667
2022-06-13,20.233333333333334
2022-06-14,15.4
2022-06-15,21.633333333333336
2022-06-16,14.699999999999998
2022-06-17,30.066666666666663
2022-06-18,16.133333333333336
2022-06-19,37.233333333333334
2022-06-20,42.96666666666667
2022-06-21,54.166666666666664
2022-06-22,38.86666666666667
2022-06-23,43.25
2022-06-24,20.033333333333335
2022-06-25,20.633333333333333
2022-06-26,23.166666666666668
2022-06-27,23.0
2022-06-28,29.133333333333336
2022-06-29,30.0
2022-06-30,36.43333333333334
2022-07-01,22.600000000000005
2022-07-02,25.066666666666666
2022-07-03,22.900000000000002
2022-07-04,26.799999999999997
2022-07-05,15.366666666666667
2022-07-06,27.45
2022-07-07,21.05
2022-07-08,34.76666666666667
2022-07-09,30.633333333333336
2022-07-10,26.266666666666666
2022-07-11,33.96333333333333
2022-07-12,18.816666666666666
2022-07-13,32.233333333333334
2022-07-14,20.833333333333332
2022-07-15,27.03333333333333
2022-07-16,26.533333333333335
2022-07-17,21.166666666666668
2022-07-18,18.71666666666667
2022-07-19,18.663333333333334
2022-07-20,26.900000000000002
2022-07-21,11.896666666666667
2022-07-22,17.7
2022-07-23,19.7
2022-07-24,17.0
2022-07-25,16.23333333333333
2022-07-26,19.833333333333332
2022-07-27,31.633333333333336
2022-07-28,28.366666666666664
2022-07-29,23.333333333333332
2022-07-30,39.5
2022-07-31,22.333333333333332
2022-08-01,22.2
2022-08-02,24.76666666666667
2022-08-03,27.0
2022-08-04,26.833333333333332
2022-08-05,20.366666666666667
2022-08-06,22.0
2022-08-07,24.53333333333333
2022-08-08,44.15
2022-08-09,31.76666666666667
2022-08-10,38.99999999999999
2022-08-11,14.25
2022-08-12,25.133333333333336
2022-08-13,29.46666666666667
2022-08-14,17.96666666666667
2022-08-15,25.95
2022-08-16,27.7
2022-08-17,27.46666666666667
2022-08-18,31.8
2022-08-19,34.629999999999995
2022-08-20,15.866666666666667
2022-08-21,30.5
2022-08-22,21.700000000000003
2022-08-23,30.066666666666666
2022-08-24,44.0
2022-08-25,16.366666666666667
2022-08-26,14.066666666666668
2022-08-27,16.0
2022-08-28,17.566666666666666
2022-08-29,23.866666666666664
2022-08-30,19.599999999999998
2022-08-31,35.56666666666667
2022-09-01,35.3
2022-09-02,33.56666666666667
2022-09-03,36.0
2022-09-04,23.433333333333334
2022-09-05,58.73333333333333
2022-09-06,39.38333333333333
2022-09-07,35.26666666666667
2022-09-08,22.96666666666667
2022-09-09,28.766666666666666
2022-09-10,27.3
2022-09-11,22.433333333333334
2022-09-12,29.566666666666666
2022-09-13,48.416666666666664
2022-09-14,41.666666666666664
2022-09-15,31.633333333333336
2022-09-16,29.233333333333334
2022-09-17,38.5
2022-09-18,36.833333333333336
2022-09-19,47.199999999999996
2022-09-20,31.03333333333333
2022-09-21,38.03333333333333
2022-09-22,26.833333333333332
2022-09-23,30.03333333333333
2022-09-24,38.03333333333333
2022-09-25,36.5
2022-09-26,64.63333333333333
2022-09-27,69.63333333333334
2022-09-28,49.333333333333336
2022-09-29,35.26666666666667
2022-09-30,31.200000000000003
2022-10-01,13.216666666666667
2022-10-02,28.083333333333332
2022-10-03,38.56666666666666
2022-10-04,37.2
2022-10-05,38.36666666666667
2022-10-06,40.333333333333336
2022-10-07,60.56666666666666
2022-10-08,46.73333333333334
2022-10-09,17.23333333333333
2022-10-10,22.46666666666667
2022-10-11,48.13333333333333
2022-10-12,40.400000000000006
2022-10-13,87.60000000000001
2022-10-14,73.3
2022-10-15,81.25
2022-10-16,52.46666666666667
2022-10-17,52.416666666666664
2022-10-18,45.26666666666667
2022-10-21,29.766666666666666
2022-10-22,75.96666666666667
2022-10-23,59.96666666666667
2022-10-24,61.166666666666664
2022-10-25,54.43333333333334
2022-10-26,35.4
2022-10-27,13.933333333333332
2022-10-28,26.099999999999998
2022-10-29,39.449999999999996
2022-10-30,21.766666666666666
2022-10-31,12.566666666666665
2022-11-01,47.916666666666664
2022-11-02,62.26666666666666
2022-11-03,88.44666666666667
2022-11-04,74.2
2022-11-05,50.6
2022-11-06,55.43333333333334
2022-11-07,56.96666666666667
2022-11-08,62.9
2022-11-09,53.11666666666667
2022-11-10,55.1
2022-11-11,32.166666666666664
2022-11-12,32.43333333333334
2022-11-13,38.083333333333336
2022-11-14,45.300000000000004
2022-11-15,30.46666666666667
2022-11-16,26.849999999999998
2022-11-17,22.96666666666667
2022-11-18,23.633333333333336
2022-11-19,25.366666666666664
2022-11-20,44.833333333333336
2022-11-21,60.80000000000001
