date,median
2022-11-09,9.65
2022-11-10,6.6
2022-11-11,7.7
2022-11-12,11.65
2022-11-13,7.7
2022-11-14,11.2
2022-11-15,10.7
2022-11-16,7.7
2022-11-17,10.3
2022-11-18,7.7
2022-11-19,4.1
2022-11-20,8.4
2022-11-21,15.2
2022-11-22,24.8
2022-11-23,11.9
2022-11-24,12.35
2022-11-25,15.6
2022-11-26,10.8
2022-11-27,10.1
2022-11-28,12.7
2022-11-29,35.9
2022-11-30,9.2
2022-12-01,4.9
2022-12-02,7.2
2022-12-03,8.8
2022-12-04,6.7
2022-12-05,11.2
2022-12-06,3.6
2022-12-07,13.9
2022-12-08,6.9
2022-12-09,8.9
2022-12-10,16.5
2022-12-11,18.6
2022-12-12,28.8
2022-12-13,38.6
2022-12-14,26.2
2022-12-15,23.2
2022-12-16,13.7
2022-12-17,4.5
2022-12-18,2.8
2022-12-19,2.4
2022-12-20,6.2
2022-12-21,10.9
2022-12-22,33.7
2022-12-23,18.2
2022-12-24,14
2022-12-25,15.35
2022-12-26,16.7
2022-12-27,14.9
2022-12-28,13.3
2022-12-29,10.9
2022-12-30,21.5
2022-12-31,22.6
2023-01-01,7.1
2023-01-02,8.6
2023-01-03,2
2023-01-04,3.1
2023-01-05,6.6
2023-01-06,2.95
2023-01-07,17.14
2023-01-08,5.9
2023-01-09,14.05
2023-01-10,20.5
2023-01-11,23.7
2023-01-12,22.2
2023-01-13,22.7
2023-01-14,33.7
2023-01-15,44
2023-01-16,17.5
2023-01-17,13.6
2023-01-18,15
2023-01-19,17.9
2023-01-20,14
2023-01-21,19
2023-01-22,12.4
2023-01-23,11.3
2023-01-24,14.5
2023-01-25,8.8
2023-01-26,4.5
2023-01-27,2.7
2023-01-28,17.8
2023-01-29,18.7
2023-01-30,24.9
2023-01-31,15.4
2023-02-01,25.6
2023-02-02,15.1
2023-02-03,5.6
2023-02-04,5.9
2023-02-05,15.4
2023-02-06,21.15
2023-02-07,31.8
2023-02-08,22.65
2023-02-09,28
2023-02-10,19.8
2023-02-11,25
2023-02-12,24.7
2023-02-13,32.7
2023-02-14,20.85
2023-02-15,20.39
2023-02-16,21.7
2023-02-17,5.8
2023-02-18,9.44
2023-02-19,10.95
2023-02-20,23.8
2023-02-21,31.4
2023-02-22,9.55
2023-02-23,10.8
2023-02-24,21
2023-02-25,30.6
2023-02-26,24.7
2023-02-27,3.4
2023-02-28,10.9
2023-03-01,11.4
2023-03-02,22.3
2023-03-03,24.2
2023-03-04,24.2
2023-03-05,40
2023-03-06,35.3
2023-03-07,14.5
2023-03-08,14.1
2023-03-09,20.6
2023-03-10,29.1
2023-03-11,31.5
2023-03-12,23.6
2023-03-13,23.1
2023-03-14,26.8
2023-03-15,30.65
2023-03-16,26.1
2023-03-17,31.6
2023-03-18,14.95
2023-03-19,17.5
2023-03-20,20.5
2023-03-21,28.45
2023-03-22,35.2
2023-03-23,15.55
2023-03-24,20.65
2023-03-25,31.65
2023-03-26,14.9
2023-03-27,24.4
2023-03-28,26.5
2023-03-29,20.1
2023-03-30,24
2023-03-31,25.05
2023-04-01,30.3
2023-04-02,21.95
2023-04-03,29.8
2023-04-04,21.65
2023-04-05,32.29
2023-04-06,15.7
2023-04-07,12.4
2023-04-08,25.6
2023-04-09,32.29
2023-04-10,42
2023-04-11,37.6
2023-04-12,35.2
2023-04-13,35.1
2023-04-14,38.4
2023-04-15,42
2023-04-16,37.65
2023-04-17,36.8
2023-04-18,38.1
2023-04-19,35.4
2023-04-20,45
2023-04-21,40.4
2023-04-22,36.7
2023-04-23,32.4
2023-04-24,19
2023-04-25,22.6
2023-04-26,22.8
2023-04-27,22.75
2023-04-28,25.7
2023-04-29,29.2
2023-04-30,20.1
2023-05-01,19.64
2023-05-02,18.7
2023-05-03,28
2023-05-04,18.39
2023-05-05,29.5
2023-05-06,39.7
2023-05-07,44.75
2023-05-15,14.6
2023-05-16,18.75
2023-05-17,26.4
2023-05-18,31
2023-05-19,38.79
2023-05-20,33.4
2023-05-21,21.7
2023-05-22,17.6
2023-05-23,32.3
2023-05-24,23.9
2023-05-25,15.2
2023-05-26,20.5
2023-05-27,17.4
2023-05-28,20.3
2023-05-29,18.9
2023-05-30,23.2
2023-05-31,18.1
2023-06-01,23.7
2023-06-02,28.1
2023-06-03,31
2023-06-04,21.6
2023-06-05,12.5
2023-06-06,13.9
2023-06-07,22.85
2023-06-08,30.1
2023-06-09,21.4
2023-06-10,17.2
2023-06-11,14.5
2023-06-12,27.9
2023-06-13,18.3
2023-06-14,31.55
2023-06-15,29.6
2023-06-16,20.7
2023-06-17,15.6
2023-06-18,15.4
2023-06-19,13.6
2023-06-20,19.3
2023-06-21,19.1
2023-06-22,14.7
2023-06-23,17.2
2023-06-24,23.3
2023-06-25,21.2
2023-06-26,26
2023-06-27,26.4
2023-06-28,29.7
2023-06-29,27.6
2023-06-30,15.7
2023-07-01,17.9
2023-07-02,17.6
2023-07-03,18
2023-07-04,21.1
2023-07-05,11.05
2023-07-06,12.4
2023-07-07,12.4
2023-07-08,18.1
2023-07-09,12.5
2023-07-10,11.8
2023-07-11,17.85
2023-07-12,28.2
2023-07-13,23.85
2023-07-14,21.9
2023-07-15,12.6
2023-07-16,20.8
2023-07-17,18.7
2023-07-18,19.3
2023-07-19,12.3
2023-07-20,16.95
2023-07-21,14.6
2023-07-22,28.4
2023-07-23,15.95
2023-07-24,14.7
2023-07-25,9.4
2023-07-26,14.8
2023-07-27,14.7
2023-07-28,21.3
2023-07-29,18.55
2023-07-30,14.6
2023-07-31,17.4
2023-08-01,21.7
2023-08-02,23.9
2023-08-03,26.9
2023-08-04,30.2
2023-08-05,27.9
2023-08-06,30
2023-08-07,24.9
2023-08-08,25.2
2023-08-09,26.7
2023-08-10,26.45
2023-08-11,27.9
2023-08-12,34.2
2023-08-13,29.2
2023-08-14,17.3
2023-08-15,19.8
2023-08-16,19
2023-08-17,13.9
2023-08-18,19.7
2023-08-19,18.7
2023-08-20,17.6
2023-08-21,23.4
2023-08-22,18.1
2023-08-23,21.7
2023-08-24,29.7
2023-08-25,16.1
2023-08-26,14.7
2023-08-27,12.3
2023-08-28,20.25
2023-08-29,17.39
2023-08-30,10.6
2023-08-31,10.4
2023-09-01,12.6
