date,median
2022-10-05,19.1
2022-10-06,23.6
2022-10-07,38
2022-10-08,48.3
2022-10-09,19.4
2022-10-10,47.9
2022-10-11,49.75
2022-10-12,44.65
2022-10-13,80.2
2022-10-14,89.05
2022-10-15,107.7
2022-10-16,48.7
2022-10-17,50.3
2022-10-18,53.4
2022-10-21,48.6
2022-10-22,70.05
2022-10-23,79.9
2022-10-24,73.3
2022-10-25,91.3
2022-10-26,89
2022-10-27,42.4
2022-10-28,66.5
2022-10-29,126.8
2022-10-30,63.7
2022-10-31,30.8
2022-11-01,52.1
2022-11-02,72.4
2022-11-03,109.2
2022-11-04,73.45
2022-11-05,62.4
2022-11-06,92.6
2022-11-07,104.7
2022-11-08,94.75
2022-11-09,69.7
2022-11-10,89.4
2022-11-11,51.6
2022-11-12,42.4
2022-11-13,63.3
2022-11-14,52.4
2022-11-15,42.85
2022-11-16,34.5
2022-11-17,35.7
2022-11-18,33.29
2022-11-19,40.79
2022-11-20,62.4
2022-11-21,72.75
2022-11-22,76.2
2022-11-23,52.9
2022-11-24,35.9
2022-11-25,45
2022-11-26,47.1
2022-11-27,25.8
2022-11-28,36.7
2022-11-29,34.7
2022-11-30,25.15
2022-12-01,15.7
2022-12-02,37.2
2022-12-03,58.9
2022-12-04,35.1
2022-12-05,47.05
2022-12-06,94.9
2022-12-07,76.4
2022-12-08,61.9
2022-12-09,77.5
2022-12-10,80.84
2022-12-11,79
2022-12-12,119.6
2022-12-13,100.5
2022-12-14,126.85
2022-12-15,120.4
2022-12-16,160.4
2022-12-17,48.7
2022-12-18,113.3
2022-12-19,85.1
2022-12-20,139.5
2022-12-21,134.3
2022-12-22,118.85
2022-12-23,57.8
2022-12-24,84.65
2022-12-25,57.5
2022-12-26,170.25
2022-12-27,60
2022-12-28,40.4
2022-12-29,49.5
2022-12-30,64.59
2022-12-31,78.5
2023-01-01,126.35
2023-01-02,78.2
2023-01-03,99.2
2023-01-04,100.15
2023-01-05,78
2023-01-06,63.5
2023-01-07,101.3
2023-01-08,115.3
2023-01-09,164.8
2023-01-10,109.7
2023-01-11,71.7
2023-01-12,55.8
2023-01-13,65.2
2023-01-14,92.3
2023-01-15,38.8
2023-01-16,53.7
2023-01-17,64.3
2023-01-18,108.3
2023-01-19,110.35
2023-01-20,197.5
2023-01-21,153.19
2023-01-22,167.1
2023-01-23,58.7
2023-01-24,51.1
2023-01-25,68.4
2023-01-26,94.2
2023-01-27,69.4
2023-01-28,71.3
2023-01-29,110.3
2023-01-30,129.65
2023-01-31,77.59
2023-02-01,63.95
2023-02-02,111.7
2023-02-03,46.2
2023-02-04,43.8
2023-02-05,40.2
2023-02-06,45.3
2023-02-07,40.1
2023-02-08,37.5
2023-02-09,39.2
2023-02-10,44.7
2023-02-11,48.1
2023-02-12,59.4
2023-02-13,51.2
2023-02-14,45.6
2023-02-15,56.1
2023-02-16,86.15
2023-02-17,145.9
2023-02-20,79.84
2023-02-21,79.4
2023-02-22,48.8
2023-02-23,47.5
2023-02-24,45.6
2023-02-25,42.1
2023-02-26,59.8
2023-02-27,85.7
2023-02-28,72.2
2023-03-01,140.8
2023-03-02,110.5
2023-03-03,83.9
2023-03-04,87.5
2023-03-05,118.3
2023-03-06,61
2023-03-07,50.7
2023-03-08,69.34
2023-03-09,116.9
2023-03-10,81.3
2023-03-11,68.25
2023-03-12,67.2
2023-03-13,52.8
2023-03-14,67.65
2023-03-15,68.4
2023-03-16,41.3
2023-03-17,46.8
2023-03-18,47.9
2023-03-19,38.5
2023-03-20,52.1
2023-03-21,74.8
2023-03-22,78.8
2023-03-23,79.05
2023-03-24,59
2023-03-25,56.8
2023-03-26,37.7
2023-03-27,40.4
2023-03-28,42.4
2023-03-29,44.3
2023-03-30,80.4
2023-03-31,89.35
2023-04-01,51.45
2023-04-02,49.4
2023-04-03,49.1
2023-04-04,70.59
2023-04-05,76.8
2023-04-06,60.1
2023-04-07,68.25
2023-04-08,50
2023-04-09,73.45
2023-04-10,73.5
2023-04-11,71.8
2023-04-12,55.3
2023-04-13,45.8
2023-04-14,51.3
2023-04-15,66.8
2023-04-16,66.6
2023-04-17,52.15
2023-04-18,55.6
2023-04-19,61.9
2023-04-20,78.4
2023-04-21,83.2
2023-04-22,53.45
2023-04-23,48.4
2023-04-24,42.7
2023-04-25,39.1
2023-04-26,50.9
2023-04-27,45.25
2023-04-28,36.2
2023-04-29,24.5
2023-04-30,37.1
2023-05-01,39.9
2023-05-02,37.4
2023-05-03,30.6
2023-05-04,41.8
2023-05-05,46.8
2023-05-06,50.6
