,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi
0,Vũng Tàu,2023-02-09,0,45,15,4,0,0,45
1,Vũng Tàu,2023-02-10,74,25,19,4,0,0,74
2,Vũng Tàu,2023-02-11,31,22,19,4,0,0,31
3,Vũng Tàu,2023-02-12,28,25,17,4,0,0,28
4,Vũng Tàu,2023-02-13,31,25,20,4,0,0,31
5,Vũng Tàu,2023-02-14,34,38,27,5,0,0,38
6,Vũng Tàu,2023-02-15,43,46,40,6,0,0,46
7,Vũng Tàu,2023-02-16,54,39,35,6,0,0,54
8,Vũng Tàu,2023-02-17,46,33,44,7,0,0,46
9,Vũng Tàu,2023-02-18,44,37,31,6,0,0,44
10,Vũng Tàu,2023-02-19,45,48,54,7,0,0,54
11,Vũng Tàu,2023-02-20,64,48,49,7,0,0,64
12,Vũng Tàu,2023-02-21,64,54,53,8,0,0,64
13,Vũng Tàu,2023-02-22,76,43,41,7,10,0,76
14,Vũng Tàu,2023-02-23,53,0,0,0,0,0,53
15,Vũng Tàu,2023-02-28,0,36,31,5,11,0,36
16,Vũng Tàu,2023-03-01,38,40,33,6,12,0,40
17,Vũng Tàu,2023-03-02,42,49,34,7,11,0,49
18,Vũng Tàu,2023-03-03,62,53,38,7,11,0,62
19,Vũng Tàu,2023-03-04,65,0,0,0,0,0,65
20,Vũng Tàu,2023-03-10,0,49,38,5,11,0,49
21,Vũng Tàu,2023-03-11,59,43,30,3,10,0,59
22,Vũng Tàu,2023-03-12,54,47,39,6,11,0,54
23,Vũng Tàu,2023-03-13,53,50,43,6,11,0,53
24,Vũng Tàu,2023-03-14,61,36,33,4,11,0,61
25,Vũng Tàu,2023-03-15,40,28,28,4,11,0,40
26,Vũng Tàu,2023-03-16,30,31,25,4,12,0,31
27,Vũng Tàu,2023-03-17,34,25,19,3,10,0,34
28,Vũng Tàu,2023-03-18,26,24,20,2,10,0,26
29,Vũng Tàu,2023-03-19,29,21,19,3,10,0,29
30,Vũng Tàu,2023-03-20,24,23,20,2,10,0,24
31,Vũng Tàu,2023-03-21,31,24,20,3,6,0,31
32,Vũng Tàu,2023-03-22,33,22,19,3,1,0,33
33,Vũng Tàu,2023-03-23,30,19,22,3,1,0,30
34,Vũng Tàu,2023-03-24,21,18,25,4,1,0,25
35,Vũng Tàu,2023-03-25,22,18,26,3,1,0,26
36,Vũng Tàu,2023-03-26,22,22,18,3,1,0,22
37,Vũng Tàu,2023-03-27,25,25,22,2,1,0,25
38,Vũng Tàu,2023-03-28,28,28,23,2,1,0,28
39,Vũng Tàu,2023-03-29,32,26,23,0,1,0,32
40,Vũng Tàu,2023-03-30,30,27,24,0,1,0,30
41,Vũng Tàu,2023-03-31,35,30,28,0,1,0,35
42,Vũng Tàu,2023-04-01,38,26,23,0,1,0,38
43,Vũng Tàu,2023-04-02,37,22,21,0,1,0,37
44,Vũng Tàu,2023-04-03,27,19,23,0,1,0,27
45,Vũng Tàu,2023-04-04,22,8,20,0,1,0,22
46,Vũng Tàu,2023-04-05,8,13,20,0,1,0,20
47,Vũng Tàu,2023-04-06,14,21,22,0,1,0,22
48,Vũng Tàu,2023-04-07,17,22,25,0,1,0,25
49,Vũng Tàu,2023-04-08,22,42,37,0,1,0,42
50,Vũng Tàu,2023-04-09,57,51,45,0,1,0,57
51,Vũng Tàu,2023-04-10,67,45,37,0,1,0,67
52,Vũng Tàu,2023-04-11,58,38,30,6,1,0,58
53,Vũng Tàu,2023-04-12,51,40,32,5,1,0,51
54,Vũng Tàu,2023-04-13,57,35,28,5,1,0,57
55,Vũng Tàu,2023-04-14,51,36,33,5,1,0,51
