date, pm25, pm10, o3, no2, so2, co
2023/10/1, 13, 10, 16, 5, 3, 9
2023/10/2, 13, 10, 27, 6, 4, 8
2023/10/3, 13, 10, 27, 6, 12, 9
2023/10/4, 12, 10, 28, 7, 12, 9
2023/10/5, 13, 9, 26, 4, 2, 8
2023/10/6, 13, 10, 21, 4, 3, 8
2023/10/7, 12, 10, 21, 5, 4, 9
2023/10/8, 14, 10, 24, 5, 3, 9
2023/10/9, 13, 10, 23, 5, 6, 9
2023/10/10, 12, 10, 6, 13, 1, 9
2023/10/11, 15, 29, 23, 6, 1, 8
2023/10/12, 38, 47, 22, 5, 4, 9
2023/10/13, 65, 21, 15, 4, 1, 8
2023/10/14, 29, 25, 20, 4, 7, 9
2023/10/15, 27, 34, 24, 4, 6, 8
2023/10/16, 36, 47, 31, 7, 12, 9
2023/10/17, 61, 59, 30, 8, 17, 10
2023/10/18, 88, 51, 6, 6, 1, 9
2023/10/19, 74, , , , , 
2023/7/25, 35, 33, 32, 5, , 7
2023/7/26, 41, 36, 33, 4, , 7
2023/7/27, 44, 32, 32, 4, , 7
2023/7/28, 35, 38, 22, 5, , 7
2023/7/29, 36, 28, 30, 5, , 7
2023/7/30, 30, 28, 29, 4, , 7
2023/7/31, 26, 27, 22, 5, , 7
2023/8/1, 26, 18, 24, 3, , 7
2023/8/2, 14, 18, 17, 3, , 7
2023/8/3, 15, 35, 24, 3, , 7
2023/8/4, 26, 27, 21, 5, , 7
2023/8/5, 22, 34, 19, 4, , 7
2023/8/6, 26, 12, 20, 5, , 7
2023/8/7, 11, 12, 12, 2, , 7
2023/8/8, 10, 38, 13, 2, , 7
2023/8/9, 43, 34, 19, 5, , 8
2023/8/10, 30, 33, 20, 5, , 7
2023/8/11, 29, 28, 19, 6, , 7
2023/8/12, 23, 34, 23, 4, , 7
2023/8/13, 26, 36, 27, 4, , 7
2023/8/14, 35, 26, 23, 7, , 7
2023/8/15, 29, 38, 25, 4, , 7
2023/8/16, 33, 56, 24, 7, , 7
2023/8/17, 50, 35, 24, 7, , 8
2023/8/18, 32, 50, 15, 5, , 7
2023/8/19, 51, 29, 13, 6, , 7
2023/8/20, 25, 29, 22, 5, , 7
2023/8/21, 23, 51, 19, 4, , 7
2023/8/22, 38, 51, 23, 6, , 7
2023/8/23, 53, 25, 16, 7, , 8
2023/8/24, 28, 27, 9, 5, , 7
2023/8/25, 20, 33, 17, 3, , 6
2023/8/26, 22, 52, 18, 3, , 6
2023/8/27, 54, 37, 25, 7, , 9
2023/8/28, 30, 43, 25, 5, , 9
2023/8/29, 42, 37, 30, 6, , 10
2023/8/30, 23, 46, 31, 7, , 9
2023/8/31, 47, 50, 37, 7, , 9
2023/9/1, 53, 42, 45, 8, , 9
2023/9/2, 49, 49, 37, 6, , 8
2023/9/3, 64, 35, 37, 8, , 8
2023/9/4, 50, 29, 18, 4, , 8
2023/9/5, 28, 30, 18, 4, , 7
2023/9/6, 26, 36, 24, 5, , 8
2023/9/7, 34, 21, 26, 6, , 8
2023/9/8, 24, 5, 25, 5, , 8
2023/9/9, 7, , 21, 6, , 9
2023/9/11, 28, 47, 23, 4, , 9
2023/9/12, 62, 7, 32, 5, , 10
2023/9/13, 5, 8, 21, 4, , 13
2023/9/14, 7, 17, 18, 4, 1, 13
2023/9/15, 16, 36, 19, 4, 5, 13
2023/9/16, 38, 43, 22, 7, 2, 13
2023/9/17, 55, 45, 22, 5, 3, 13
2023/9/18, 63, 37, 21, 4, 1, 13
2023/9/19, 40, 39, 19, 4, 3, 13
2023/9/20, 46, 35, 23, 5, 1, 13
2023/9/21, 46, 37, 17, 5, 3, 13
2023/9/22, 41, 44, 30, 5, 1, 13
2023/9/23, 56, 38, 32, 5, 1, 13
2023/9/24, 52, 38, 29, 5, 67, 13
2023/9/25, 50, 5, 15, 8, 6, 10
2023/9/26, 12, 10, 26, 4, 2, 8
2023/9/27, 13, 10, 15, 3, 2, 8
2023/9/28, 13, 10, 12, 4, 1, 8
