date,max
2022-11-29,26.2
2022-11-30,23.8
2022-12-12,160.4
2022-12-13,114
2022-12-14,152.8
2022-12-15,185.8
2022-12-16,177.4
2022-12-17,103.1
2022-12-18,152.2
2022-12-19,219.7
2022-12-20,220.5
2022-12-21,166.1
2022-12-22,145.3
2022-12-23,168
2022-12-24,242.4
2022-12-25,169.7
2022-12-26,250.5
2022-12-27,72.9
2022-12-28,117.7
2022-12-29,54.5
2022-12-30,82.4
2022-12-31,113.1
2023-01-01,140.6
2023-01-02,117.8
2023-01-03,134.3
2023-01-04,133.3
2023-01-05,99.7
2023-01-06,57.7
2023-01-07,198.8
2023-01-08,126.2
2023-01-09,162.4
2023-01-10,151.8
2023-01-11,80.3
2023-01-12,51.8
2023-01-13,88.1
2023-01-14,136.4
2023-01-15,87.3
2023-01-16,72.1
2023-01-17,72.2
2023-01-18,150.8
2023-01-19,160.3
2023-01-20,186.3
2023-01-21,230.1
2023-01-22,146.3
2023-01-23,113.4
2023-01-24,76.8
2023-01-25,57.5
2023-01-26,99.2
2023-01-27,85.4
2023-01-28,170.9
2023-01-29,147.8
2023-01-30,143.3
2023-01-31,147.3
2023-02-01,100.3
2023-02-02,131.4
2023-02-03,43.5
2023-02-04,48.7
2023-02-05,105.4
2023-02-06,35.5
2023-02-07,42.7
2023-02-08,33.3
2023-02-09,34.2
2023-02-10,34.1
2023-02-11,36.9
2023-02-12,44.9
2023-02-13,55.6
2023-02-14,96.4
2023-02-15,82.1
2023-02-16,138.5
2023-02-17,127.8
2023-02-18,113.3
2023-02-19,104.9
2023-02-20,106.5
2023-02-21,74.2
2023-02-22,45
2023-02-23,56.1
2023-02-24,91.5
2023-02-25,136.9
2023-02-26,143.9
2023-02-27,126.1
2023-02-28,112.5
2023-03-01,118.5
2023-03-02,144.3
2023-03-03,147.6
2023-03-04,107.9
2023-03-05,105.6
2023-03-06,122.8
2023-03-07,50.8
2023-03-08,85.9
2023-03-09,109.6
2023-03-10,105
2023-03-11,70.6
2023-03-12,159.5
2023-03-13,128.4
2023-03-14,128.5
2023-03-15,67.8
2023-03-16,31.9
2023-03-17,32.5
2023-03-18,37
2023-03-19,31.5
2023-03-20,40.6
2023-03-21,57.8
2023-03-22,74.4
2023-03-23,117.2
2023-03-24,72.8
2023-03-25,74.7
2023-03-26,38.3
2023-03-27,75.7
2023-03-28,54.4
2023-03-29,72.8
2023-03-30,71.5
2023-03-31,87.9
2023-04-01,75.8
2023-04-02,43.3
2023-04-03,50.6
2023-04-04,65.4
2023-04-05,97.3
2023-04-06,84.3
2023-04-07,72.1
2023-04-08,85.4
2023-04-09,69
2023-04-10,92.2
2023-04-11,71.6
2023-04-12,51.2
2023-04-13,49.4
2023-04-14,54.6
