date,max
2022-11-19,16.1
2022-11-20,18.1
2022-11-21,37.7
2022-11-22,24.8
2022-11-23,84.5
2022-11-24,27.6
2022-11-25,28.4
2022-11-26,19.4
2022-11-27,40.1
2022-11-28,61.1
2022-11-29,116.3
2022-11-30,64.3
2022-12-01,5.3
2022-12-02,9.9
2022-12-03,5.2
2022-12-04,13.8
2022-12-05,36.9
2022-12-06,8
2022-12-07,40.6
2022-12-08,20.6
2022-12-09,39.2
2022-12-10,33.8
2022-12-11,120.3
2022-12-12,18
2022-12-13,25.8
2022-12-14,46.5
2022-12-15,44
2022-12-16,40.4
2022-12-17,4.7
2022-12-18,7
2022-12-19,5.5
2022-12-20,25.9
2022-12-21,18.6
2022-12-22,151
2022-12-23,61.7
2022-12-24,24.3
2022-12-25,36.8
2022-12-26,99.8
2022-12-27,68
2022-12-28,35.2
2022-12-29,41.2
2022-12-30,11.7
2022-12-31,22.8
2023-01-01,111.1
2023-01-02,51.8
2023-01-03,29.9
2023-01-04,35.2
2023-01-05,18.6
2023-01-06,33.8
2023-01-07,9.9
2023-01-08,54.6
2023-01-09,27.1
2023-01-10,6.7
2023-01-11,24.6
2023-01-12,34.9
2023-01-13,71.3
2023-01-14,61.5
2023-01-15,99
2023-01-16,46.3
2023-01-17,16.6
2023-01-18,23.3
2023-01-19,38.4
2023-01-20,20.5
2023-01-21,279.9
2023-01-22,81.4
2023-01-23,79.3
2023-01-24,13.3
2023-01-25,35.2
2023-01-26,150.6
2023-01-27,4.4
2023-01-28,9
2023-01-29,11.1
2023-01-30,20.4
2023-01-31,66.3
2023-02-01,110.8
2023-02-02,171.3
2023-02-03,21.1
2023-02-04,80.1
2023-02-05,212.3
2023-02-06,48.7
2023-02-07,57
2023-02-08,51.2
2023-02-09,67.4
2023-02-10,55.6
2023-02-11,217.4
2023-02-12,73.7
2023-02-13,100.8
2023-02-14,62.6
2023-02-15,23.6
2023-02-16,39.4
2023-02-17,10.4
2023-02-18,97.8
2023-02-19,37.9
2023-02-20,27.5
2023-02-21,25.9
2023-02-22,30
2023-02-23,60.4
2023-02-24,111.1
2023-02-25,54.1
2023-02-26,17.8
2023-02-27,21.7
2023-02-28,19.8
2023-03-01,31
2023-03-02,85.2
2023-03-03,75.8
2023-03-04,47.8
2023-03-05,89.9
2023-03-06,109.9
2023-03-07,99
2023-03-08,235.2
2023-03-09,128
2023-03-10,105.5
2023-03-11,239.9
2023-03-12,84
2023-03-13,45
2023-03-14,53.8
2023-03-15,57.5
2023-03-16,137.5
2023-03-17,136.3
2023-03-18,110.8
2023-03-19,118.8
2023-03-20,128.7
2023-03-21,141.6
2023-03-22,203.9
2023-03-23,79.9
2023-03-24,134.9
2023-03-25,157
2023-03-26,118.3
2023-03-27,106.7
2023-03-28,100.7
2023-03-29,101.4
2023-03-30,75.2
2023-03-31,79.6
2023-04-01,87.2
2023-04-02,172
2023-04-03,80.2
2023-04-04,104
2023-04-05,194.3
2023-04-06,128
2023-04-07,93.2
2023-04-08,117
2023-04-09,57
2023-04-10,92.4
2023-04-11,108.9
2023-04-12,249.4
2023-04-13,89.4
2023-04-14,102
2023-04-15,70.7
2023-04-16,134.5
2023-04-17,127.9
2023-04-18,52.4
2023-04-19,116.8
2023-04-20,110.9
2023-04-21,68.4
2023-04-22,144
2023-04-23,242.3
2023-04-24,128.1
2023-04-25,49
