date,median
2023-09-22,65.34
2023-09-23,43.45
2023-09-24,26.25
2023-09-25,25.3
2023-09-26,23.8
2023-09-27,61.5
2023-09-28,48.7
2023-09-29,44.7
2023-09-30,36.5
2023-10-01,35.3
2023-10-02,49.2
2023-10-03,28.25
2023-10-04,34.5
2023-10-05,44.7
2023-10-06,49.3
2023-10-07,45.4
2023-10-08,33.1
2023-10-09,61.7
2023-10-10,58.25
2023-10-11,42.75
2023-10-12,58.9
2023-10-13,74.9
2023-10-14,52.5
2023-10-15,45.65
2023-10-16,48.3
2023-10-17,31.8
2023-10-18,46.5
2023-10-19,50.8
2023-10-20,47.9
2023-10-21,51.3
2023-11-19,62.55
2023-11-20,63.3
2023-11-21,70.95
2023-11-22,70.7
2023-11-23,79.4
2023-11-24,81.2
