date,max
2021-10-08,105.8
2021-10-09,91.7
2021-10-10,47.7
2021-10-11,282.7
2021-10-12,37.3
2021-10-13,240.9
2021-10-14,259.1
2021-10-15,37.8
2021-10-16,44.9
2021-10-17,40.8
2021-10-18,65.5
2021-10-19,150.6
2021-10-20,112.4
2021-10-21,74.4
2021-10-22,41.4
2021-10-23,184
2021-10-24,142.9
2021-10-25,190.7
2021-10-26,248.7
2021-10-27,303.6
2021-10-28,104.4
2021-10-29,54.7
2021-10-30,66.8
2021-10-31,389.4
2021-11-01,88.4
2021-11-02,65
2021-11-03,119
2021-11-04,76.1
2021-11-05,100.1
2021-11-06,78.4
2022-02-04,80.9
2022-02-05,377.2
2022-02-06,129.4
2022-02-07,119.8
2022-02-08,68.9
2022-02-09,77.5
2022-02-10,131.5
2022-02-11,176.4
2022-02-12,540.1
2022-02-13,57.9
2022-02-14,108.6
2022-02-15,835.9
2022-02-16,332
2022-02-17,168.5
2022-02-18,93.3
2022-02-19,95.3
2022-02-20,81.8
2022-02-21,265.5
2022-02-22,76.6
2022-02-23,107.5
2022-02-24,212.1
2022-02-25,163.6
2022-02-26,245.9
2022-02-27,333.2
2022-02-28,297.7
2022-03-01,242.6
2022-03-02,222.5
2022-03-03,181.7
2022-03-04,117
2022-03-05,90
2022-03-06,110.8
2022-03-07,264.5
2022-03-08,179.4
2022-03-09,92.6
2022-03-10,76.5
2022-03-11,98.6
2022-03-12,75.2
2022-03-13,83.8
2022-03-14,148.7
2022-03-15,130.6
2022-03-16,98.6
2022-03-17,118.2
2022-03-18,150.6
2022-03-19,99.3
2022-03-20,82.2
2022-03-21,93.3
2022-03-22,314.8
2022-03-23,139.6
2022-03-24,101.5
2022-03-25,151.3
2022-03-26,135.3
2022-03-27,80.6
2022-03-28,127
2022-03-29,191.6
2022-03-30,138.9
2022-03-31,148.7
2022-04-01,55.1
2022-04-02,78.9
2022-04-03,111.8
2022-04-04,128.7
2022-04-05,144.5
2022-04-06,238.5
2022-04-07,222.2
2022-04-08,220.3
2022-04-09,259.7
2022-04-10,87.7
2022-04-11,144.5
2022-04-12,103.3
2022-04-13,131.9
2022-04-14,90.8
2022-04-15,441.2
2022-04-16,103.2
2022-04-17,51.9
2022-04-18,305
2022-04-19,85
2022-04-20,153.1
2022-04-21,103.5
2022-04-22,146.4
2022-04-23,280.5
2022-04-24,294.3
2022-04-25,105.9
2022-04-26,95.2
2022-04-27,84.6
2022-04-28,99.9
2022-04-29,154.5
2022-04-30,75.1
2022-05-01,50.5
2022-05-02,85.8
2022-05-03,134.7
2022-05-04,96.6
2022-05-05,117.7
2022-05-06,118.9
2022-05-07,73
2022-05-08,58.4
2022-05-09,104.7
2022-05-10,70.4
2022-05-11,115.8
2022-05-12,71.9
2022-05-13,70.8
2022-05-14,99.8
2022-05-15,67.8
2022-05-16,61.6
2022-05-17,71.2
2022-05-18,78.6
2022-05-19,148.9
2022-05-20,74.5
2022-05-21,74.5
2022-05-22,74.2
2022-05-23,56.9
2022-05-24,72.9
2022-05-25,82.3
2022-05-26,80.3
2022-05-27,71.2
2022-05-28,94383
2022-05-29,66.4
2022-05-30,82.6
2022-05-31,73.1
2022-06-01,67.6
2022-06-02,59.1
2022-06-03,49.6
2022-06-04,62.6
2022-06-05,193.8
2022-06-06,53.7
2022-06-07,72.6
2022-06-08,747.9
2022-06-09,121.1
2022-06-10,118
2022-06-11,188.6
2022-06-12,330.2
2022-06-13,69.7
2022-06-14,49.6
2022-06-15,70.9
2022-06-16,52.5
2022-06-17,112.2
2022-06-18,60.3
2022-06-19,144
2022-06-20,159.5
2022-06-21,205.7
2022-06-22,130.6
2022-06-23,130.1
2022-06-24,58
2022-06-25,60.3
